,CODIGO_UNICO,CODIGO_SNIP,NOMBRE_INVERSION,ESTADO,SITUACION,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,FECHA_VIABILIDAD,MARCO,TIPO_INVERSION,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL
2722,2088863,102285,"MEJORAMIENTO E IMPLEMENTACION DEL CENTRO DE ACOPIO DE CHURCAMPA PICHCAY -  DISTRITO DE CHURCAMPA, PROVINCIA DE CHURCAMPA - HUANCAVELICA",ACTIVO,VIABLE,180517.0,180517.0,0,0.0,0.0,2/02/2009 00:00,SNIP,PIP MAYOR (SNIP),67506.25,0.0
4599,2657839,2657839,CREACION DEL SERVICIO DE ATENCIÓN Y PROMOCIÓN DE LAS FAMILIAS EN LA CONSTRUCCION DEL LOCAL COMUNAL EN EL C.P. SANTA ROSA   DISTRITO DE SUPE DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,315485.42,333485.42,0,0.0,0.0,13/08/2024 00:00,INVIERTE,PROYECTO DE INVERSION,300238.65,0.0
4552,2132774,173946,"MEJORAMIENTO DE INFRAESTRUCTURA Y EQUIPAMIENTO MUNICIPAL EN LA LOCALIDAD DE INDEPENDENCIA, DISTRITO DE INDEPENDENCIA - VILCAS HUAMAN - AYACUCHO",ACTIVO,VIABLE,33431.78,33431.78,0,0.0,0.0,21/02/2011 00:00,SNIP,PIP MENOR (SNIP),56023.4,0.0
790,2513814,2513814,MEJORAMIENTO DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO EN EL CENTRO POBLADO DE HUAYOCCARI DEL DISTRITO DE HUAYLLABAMBA - PROVINCIA DE URUBAMBA - DEPARTAMENTO DE CUSCO,ACTIVO,VIABLE,7942380.0,10919746.78,0,0.0,0.0,18/03/2021 00:00,INVIERTE,PROYECTO DE INVERSION,55544.72,0.0
4010,2459555,2459555,"CONSTRUCCION DE PONTON EN EL(LA) SERVICIO DE TRANSITABILIDAD VEHICULAR, PEATONAL Y DE ACCESO EN LA LOCALIDAD PICHJAPUQUIO, DISTRITO DE PACA, PROVINCIA JAUJA, DEPARTAMENTO JUNIN",ACTIVO,APROBADO,55620.14,99928.88,0,0.0,0.0,3/09/2019 00:00,INVIERTE,INVERSIONES IOARR,86015.52,0.0
1623,2552669,2552669,"RENOVACION DE RED DE ALCANTARILLADO EN EL(LA) CENTRO POBLADO DE CHIPAO  DISTRITO DE CHIPAO, PROVINCIA LUCANAS, DEPARTAMENTO AYACUCHO",ACTIVO,APROBADO,58210.35,58210.35,0,0.0,0.0,30/05/2022 00:00,INVIERTE,INVERSIONES IOARR,37418.2,0.0
755,2645720,2645720,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DE LA APV LAS FLORES DE ENCARNACION DEL   DISTRITO DE CUSCO DE LA PROVINCIA DE CUSCO DEL DEPARTAMENTO DE CUSCO,ACTIVO,VIABLE,1215689.85,1666571.62,0,0.0,0.0,27/04/2024 00:00,INVIERTE,PROYECTO DE INVERSION,1016316.06,268728.53
2830,2712587,2712587,"ADQUISICION DE HARDWARE GENERAL EN EL(LA) COORDINANCION DE INFORMATICA DE LA CORTE SUPERIOR DE JUSTICIA DE HUANUCO,  DISTRITO DE HUANUCO, PROVINCIA HUANUCO, DEPARTAMENTO HUANUCO",ACTIVO,APROBADO,59500.0,59500.0,0,0.0,0.0,14/11/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
1663,2186605,274816,"MEJORAMIENTO DE LAS CONDICIONES DE PROTECCION Y SEGURIDAD DE QUEBRADA SECA, DISTRITO DE CANOAS DE PUNTA SAL, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES",ACTIVO,VIABLE,695863.07,695863.07,0,0.0,0.0,30/09/2013 00:00,SNIP,PIP MENOR (SNIP),676612.41,0.0
3009,2483285,2483285,"MEJORAMIENTO DE LA CALLE G (AV. LARCO), DEL SECTOR 03 ENTRE EL GRUPO 28 Y EL GRUPO 26,  DISTRITO DE VILLA EL SALVADOR - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,287553.63,287553.63,0,0.0,0.0,3/03/2020 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2474,2508568,2508568,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN PRIMARIA DE LA I.E. N° 31063 DEL ANEXO DE VILLA VISTA DEL DISTRITO DE PERENE - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN,ACTIVO,VIABLE,826839.6,797407.28,0,0.0,0.0,29/12/2020 00:00,INVIERTE,PROYECTO DE INVERSION,720951.16,0.0
2998,2096327,124462,"CONSTRUCCION CISTERNA Y TANQUE ELEVADO  I.E. 11523 LA INMACULADA, DISTRITO DE PUCALA - CHICLAYO - LAMBAYEQUE",ACTIVO,VIABLE,18650.0,18650.0,0,0.0,0.0,17/07/2009 00:00,SNIP,PIP MENOR (SNIP),7599.22,0.0
1328,2333071,372364,"AMPLIACION DEL SISTEMA DE ALCANTARILLADO SANITARIO Y AGUA POTABLE DE LA CALLE PROLONGACIÓN MIGUEL GRAU MZ. 17 SECTOR LAS FLORES DE TAQUILA, LAS DELICIAS, DISTRITO DE MOCHE - TRUJILLO - LA LIBERTAD",ACTIVO,VIABLE,43000.0,30800.0,0,0.0,0.0,26/10/2016 00:00,SNIP,PIP MENOR (SNIP),25610.0,0.0
4524,2713712,2713712,"CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA EN EL(LA) POLIDEPORTIVO EN EL CENTRO POBLADO BORJA, DISTRITO DE MANSERICHE, PROVINCIA DATEM DEL MARAÑON, DEPARTAMENTO LORETO",ACTIVO,APROBADO,1128326.25,1128326.25,0,0.0,0.0,25/11/2025 00:00,INVIERTE,INVERSIONES IOARR,42800.0,0.0
4174,2457931,2457931,CREACION DEL SERVICIO DE AGUA PARA RIEGO DEL CANAL SECUNDARIO DE LOS SECTORES  DE PIRKEYKANCHA - SUCCHA COCHA - QUEBRADA TUKUMACHAY DE LA LOCALIDAD DE CASCAY DEL DISTRITO DE ANRA - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH,ACTIVO,VIABLE,304705.87,353966.3,0,0.0,0.0,14/08/2019 00:00,INVIERTE,PROYECTO DE INVERSION,353650.36,0.0
3344,2502134,2502134,"MEJORAMIENTO DEL CAMINO VECINAL CRUCE MISHQUERUME-LA LAGUNA-BUENOS AIRES-VISTA ALEGRE-LA FILA- CRUCE CALLAYUC Y LA LAGUNA-QUILAGAN-LOS ALISOS A NIVEL DE AFIRMADO, EN LOS DISTRITOS DE CUTERVO, QUEROCOTILLO Y CALLAYUC DE LA  PROVINCIA DE CUTERVO - DEPARTAMENTO DE CAJAMARCA",ACTIVO,VIABLE,25404165.87,75199152.08,0,0.0,0.0,28/10/2020 00:00,INVIERTE,PROYECTO DE INVERSION,657000.0,0.0
2353,2705280,2705280,CREACION DE LOS SERVICIOS DE PROTECCIÓN EN RIBERAS DE RÍO VULNERABLES ANTE EL PELIGRO EN RIO INCHUPALLA  DE CENTRO POBLADO JANANSAYA DISTRITO DE QUILCAPUNCU DE LA PROVINCIA DE SAN ANTONIO DE PUTINA DEL DEPARTAMENTO DE PUNO,ACTIVO,VIABLE,690015.71,690015.71,0,0.0,0.0,29/09/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1692,2659607,2659607,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA URBANIZACION LA VIVIENDA II ETAPA   DISTRITO DE SAN LUIS DE LA PROVINCIA DE CAÑETE DEL DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,468731.74,468731.74,0,0.0,0.0,28/09/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2832,2703429,2703429,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EL CAMINO VECINAL R-2201433, TRAMO CORAZÓN DE JESUS - LA LIBERTAD- SANTIAGO VILLACORTA,   DISTRITO DE SORITOR DE LA PROVINCIA DE MOYOBAMBA DEL DEPARTAMENTO DE SAN MARTIN",ACTIVO,VIABLE,5218411.06,1626862.28,0,0.0,0.0,15/08/2025 00:00,INVIERTE,PROYECTO DE INVERSION,46750.0,71953.38
4948,2716925,2716925,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA COMUNIDAD NATIVA DE NUEVA LUZ DEL   DISTRITO DE BALSAPUERTO DE LA PROVINCIA DE ALTO AMAZONAS DEL DEPARTAMENTO DE LORETO,ACTIVO,VIABLE,287088.38,287088.38,0,0.0,0.0,31/12/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2674,2655445,2655445,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PLAZA MIGUEL GRAU DEL CENTRO POBLADO TARAPACA  I ETAPA   DISTRITO DE SUPE PUERTO DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,1427687.54,1427687.54,0,0.0,0.0,22/07/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
106,2077176,93089,"MEJORAMIENTO DE LA PRODUCCIÓN AGROPECUARIA EN LA COMUNIDAD MARCAYLLU -HUACASUMA, DISTRITO DE HUACULLANI - CHUCUITO - PUNO",ACTIVO,VIABLE,373717.0,373717.0,0,0.0,0.0,6/08/2008 00:00,SNIP,PIP MAYOR (SNIP),106075.3,0.0
147,2190684,285973,"INSTALACION Y MEJORAMIENTO DE LOS SERVICIOS DE LA SUB-GERENCIA DE GESTION AMBIENTAL DE LA MUNICIPALIDAD DE NASCA, PROVINCIA DE NAZCA - ICA",ACTIVO,VIABLE,1004605.0,898745.68,0,0.0,0.0,13/02/2014 00:00,SNIP,PIP MENOR (SNIP),877762.6,0.0
4724,2531249,2531249,"REHABILITACION DE LA I.E. 80894 DEL CASERIO SAN FELIPE I DEL DISTRITO DE SARTIMBAMBA, PROVINCIA DE SANCHEZ CARRION, LA LIBERTAD",ACTIVO,APROBADO,5522218.15,5652982.5,0,0.0,0.0,27/09/2021 00:00,INVIERTE,INTERVENCIONES IRI,5621496.91,0.0
4579,2185145,271621,"INSTALACION DEL CENTRO DE APOYO AL PRODUCTOR GANADERO, DISTRITO DE LA UNION, PROVINCIA DE DOS DE MAYO - HUANUCO",ACTIVO,VIABLE,384060.94,603554.1,0,0.0,0.0,23/08/2013 00:00,SNIP,PIP MENOR (SNIP),580070.4,0.0
3242,2147126,190616,"CREACION DE LA TROCHA CARROZABLE TRAMO HUILTAVIRA  CALACHULPANI C.P. SANTA CRUZ EN EL DISTRITO DE CANDARAVE, PROVINCIA DE CANDARAVE - TACNA",ACTIVO,VIABLE,1192455.56,1307930.76,0,0.0,0.0,5/10/2011 00:00,SNIP,PIP MENOR (SNIP),1006245.54,0.0
4185,2569808,2569808,MEJORAMIENTO AL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO DE CACAO EN LA CC.NN. CAMANA DEL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO,ACTIVO,VIABLE,2607205.04,6099826.05,0,0.0,0.0,16/12/2022 00:00,INVIERTE,PROYECTO DE INVERSION,4803359.14,115493.41
3297,2268799,318860,"MEJORAMIENTO DEL ACCESO PEATONAL EN LA ZONA ALTA DE LOS PASAJES: LOS ANDENES, VALLE HERMOSO, LAS FLORES, 12 DE FEBRERO, SN, LOS ROBLES, COTAHUASI, LOS PINOS, LOS ALAMOS, PIURA, ANCASH, F, ORQUIDEAS Y A DEL AA. HH. 12 DE FEBRERO DE LA 3RA ZONA DEL EJE ZONAL TAHUANTINSUYO, DISTRITO DE INDEPENDENCIA - LIMA - LIMA",ACTIVO,VIABLE,455157.46,622540.52,0,0.0,0.0,25/05/2016 00:00,SNIP,PIP MENOR (SNIP),12881.0,0.0
617,2708377,2708377,"REPARACION DE CALZADA O PISTA EN EL(LA) HU:735 GUELLAYCANCHA PROGRESO  DISTRITO DE LA UNION, PROVINCIA DOS DE MAYO, DEPARTAMENTO HUANUCO",ACTIVO,APROBADO,204051.56,204051.56,0,0.0,0.0,1/10/2025 00:00,INVIERTE,INVERSIONES IOARR,178247.51,0.0
2068,2701241,2701241,"REPARACION DE COBERTURA CONSTRUCCION DE AMBIENTE DE USOS MULTIPLES ADQUISICION DE MOBILIARIO DE AMBIENTES COMPLEMENTARIOS Y EQUIPOS COMPLEMENTARIOS EN EL(LA) LOCAL COMUNAL DEL ASENTAMIENTO HUMANO BUENA VISTA  DISTRITO DE YURIMAGUAS, PROVINCIA ALTO AMAZONAS, DEPARTAMENTO LORETO",ACTIVO,APROBADO,358747.33,447650.34,0,0.0,0.0,24/07/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,40000.0
2288,2205798,176501,"CREACION DE MURO DE CONTENCION EN EL PASAJE EL TRIUNFO DE LA ASOC. DE VIV. NUEVA VILLA LA CAMPIÑA - SANTA CLARA, DISTRITO DE ATE - LIMA - LIMA",ACTIVO,VIABLE,245140.22,295909.0,0,0.0,0.0,22/08/2011 00:00,SNIP,PIP MENOR (SNIP),247069.89,0.0
3678,2707086,2707086,"CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS REMODELACION DE SISTEMA DE DRENAJE, SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES ADEMÁS DE OTROS ACTIVOS EN EL(LA) COLISEO CERRADO Y PISTA ATLETICA DEL INSTITUTO PERUANO DEL DEPORTE CUSCO  DISTRITO DE WANCHAQ, PROVINCIA CUSCO, DEPARTAMENTO CUSCO",ACTIVO,APROBADO,47332647.15,47332647.15,0,0.0,0.0,19/09/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
61,2268151,310039,"INSTALACIÓN DEL SERVICIO INICIAL ESCOLARIZADA N 667, UBICADO EN LA LOCALIDAD DE LIBERTAD DE PALLALLY, DISTRITO DE PUNCHAO, PROVINCIA DE HUAMALIES, REGIÓN DE HUÁNUCO",ACTIVO,VIABLE,1485915.0,50000.0,0,0.0,0.0,22/09/2015 00:00,SNIP,PIP MAYOR (SNIP),72391.72,0.0
4418,2481240,2481240,CREACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO SHATOJA DEL  DISTRITO DE SHATOJA - PROVINCIA DE EL DORADO - DEPARTAMENTO DE SAN MARTIN,ACTIVO,VIABLE,1225820.0,1225820.0,0,0.0,0.0,12/02/2020 00:00,INVIERTE,PROYECTO DE INVERSION,25000.0,0.0
668,2624701,2624701,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA  CC.NN UNION QUEMPIRI,   DISTRITO DE RIO TAMBO DE LA PROVINCIA DE SATIPO DEL DEPARTAMENTO DE JUNIN",ACTIVO,VIABLE,1270077.12,1162526.68,0,0.0,0.0,7/12/2023 00:00,INVIERTE,PROYECTO DE INVERSION,1080960.9,0.0
2107,2118281,151951,"AMPLIACION Y MEJORAMIENTO DE PISTAS Y VEREDAS DE LA AV. JAVIER PEREZ DE CUELLAR, DISTRITO DE AYACUCHO, PROVINCIA DE HUAMANGA - AYACUCHO",ACTIVO,VIABLE,373295.96,363343.33,0,0.0,0.0,31/05/2010 00:00,SNIP,PIP MENOR (SNIP),102399.52,0.0
2317,2036194,34515,"INSTALACION DE REDES DE ALCANTARILLADO MEDIANTE TANQUE SEPTICO PUEBLO JOVEN FERNANDO BELAUNDE TERRY, PROVINCIA DE AREQUIPA - AREQUIPA",ACTIVO,VIABLE,308499.0,308499.0,0,0.0,0.0,9/08/2006 00:00,SNIP,PIP MAYOR (SNIP),1000.0,0.0
1658,2153326,206142,"CREACION DE CAMINO VECINAL ENTRE LOS SECTORES SAN JOSÉ Y TUCAS, CC DE SAMANGA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA - PIURA",ACTIVO,VIABLE,898159.01,482201.26,0,0.0,0.0,19/03/2012 00:00,SNIP,PIP MENOR (SNIP),482201.26,0.0
1370,2614924,2614924,"CREACION DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS URBANAS  EN EL ALIMENTADOR CHN201 EN 22.9 KV,   DISTRITO DE CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH",ACTIVO,VIABLE,8372566.54,8750728.55,0,0.0,0.0,20/10/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1459,2711693,2711693,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL POLIDEPORTIVO DE CENTRO POBLADO HUASCAR DEL   DISTRITO DE JEQUETEPEQUE DE LA PROVINCIA DE PACASMAYO DEL DEPARTAMENTO DE LA LIBERTAD,ACTIVO,VIABLE,2186577.46,2896244.53,0,0.0,0.0,6/11/2025 00:00,INVIERTE,PROYECTO DE INVERSION,40000.0,0.0
189,2476686,2476686,"CREACION PISTAS Y VEREDAS EN LAS CALLES: 28 DE JULIO, QUISPILLACTA, LOS PORTALES, HUAYNA CAPAC, LOS ANGELES, JOSE NUÑEZ, LOS ANDES, LIBERTADORES, CHICCLLARAZU, 06 DE MAYO, KANAS Y PROGRESO, DE LA LOCALIDAD DE PUNCUPATA,  DISTRITO DE CHUSCHI - PROVINCIA DE CANGALLO - DEPARTAMENTO DE AYACUCHO",ACTIVO,VIABLE,8030251.82,6999045.24,0,0.0,0.0,12/02/2020 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
549,2708173,2708173,AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SECTOR LA FLORIDA Y LOS PINOS EN EL C.P. VIRGEN DE LAS MERCEDES   DISTRITO DE SUPE DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,1172066.87,1172066.87,0,0.0,0.0,29/09/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2098,2214458,195671,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E. SANTA CRUZ - UCHUY SIHUIS, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA",ACTIVO,VIABLE,842119.39,940054.29,0,0.0,0.0,1/12/2011 00:00,SNIP,PIP MENOR (SNIP),921229.28,0.0
2775,2249341,310495,"INSTALACION DEL SISTEMA DE PROTECCION CONTRA DESCARGAS ATMOSFERICAS EN LAS COMUNIDADES CAMPESINAS DE LA LOCALIDAD DE TIQUILLACA, DISTRITO DE TIQUILLACA - PUNO - PUNO",ACTIVO,VIABLE,471250.0,393968.44,0,0.0,0.0,23/12/2014 00:00,SNIP,PIP MENOR (SNIP),352709.16,0.0
1681,2163273,208629,"INSTALACION DEL SUBSISTEMA DE DISTRIBUCION PRIMARIA EN 10- 20KV, DISTRIBUCION SECUNDARIA, ALUMBRADO PUBLICO Y CONEXIONES DOMICILIARIAS EN EL ASENTAMIENTO HUMANO NUEVO PARAISO, DISTRITO DE PATIVILCA Y PROVINCIA DE BARRANCA - LIMA",ACTIVO,VIABLE,351479.26,351479.26,0,0.0,0.0,23/07/2012 00:00,SNIP,PIP MENOR (SNIP),10800.0,0.0
915,2692733,2692733,"REMODELACION DE LOSA DEPORTIVA, JUEGOS INFANTILES E INCLUSIVOS Y LUMINARIA EN EL(LA) PARQUE INFANTIL LA CAPILLA  DISTRITO DE ASCOPE, PROVINCIA ASCOPE, DEPARTAMENTO LA LIBERTAD",ACTIVO,APROBADO,219507.78,308160.0,0,0.0,0.0,2/05/2025 00:00,INVIERTE,INVERSIONES IOARR,29000.0,0.0
2636,2569621,2569621,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA CON IMPLEMENTACIÓN DE MAQUINARIAS PESADAS A LA MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA,  DISTRITO DE TOMAY KICHWA - PROVINCIA DE AMBO - DEPARTAMENTO DE HUANUCO",ACTIVO,VIABLE,1763844.0,1763844.0,0,0.0,0.0,14/12/2022 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3401,2026376,19217,SUSTITUCION DE 03 AULAS JNE 240 SAN CARLOS - LA MERCED - CHANCHAMAYO,ACTIVO,VIABLE,223198.0,223198.0,0,0.0,0.0,21/07/2005 00:00,SNIP,PIP MAYOR (SNIP),118002.13,0.0
4135,2560808,2560808,MEJORAMIENTO DE LOS SERVICIOS DE SALUD BASICOS DEL CENTRO DE SALUD CHONTABAMBA DEL  DISTRITO DE CHONTABAMBA - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,ACTIVO,VIABLE,2645374.67,2645374.67,0,0.0,0.0,2/09/2022 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
774,2489117,2489117,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN LA LOCALIDAD DE AJOYANI DEL  DISTRITO DE AJOYANI - PROVINCIA DE CARABAYA - DEPARTAMENTO DE PUNO,ACTIVO,VIABLE,249860.31,254501.46,0,0.0,0.0,8/06/2020 00:00,INVIERTE,PROYECTO DE INVERSION,254496.73,0.0
1871,2461468,2461468,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL DELA AV. SAENZ PEÑA DE LA ZONA 6 JOSE GALVEZ,  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,923430.08,1236898.44,0,0.0,0.0,18/09/2019 00:00,INVIERTE,PROYECTO DE INVERSION,895072.33,0.0
340,2530364,2530364,CREACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SAN PEDRO DE PECER DEL DISTRITO DE CHURUBAMBA - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO,ACTIVO,VIABLE,1628707.97,1628707.97,0,0.0,0.0,27/09/2021 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
620,2691575,2691575,"REPARACION DE VIAS VECINALES EN EL(LA) TROCHA CARROZABLE, RUTA COMUNIDAD NATIVA UTUCURO - COMUNIDAD NATIVA PUERTO BELÉN  Y COMUNIDAD NATIVA ROYA,  DISTRITO DE IPARIA, PROVINCIA CORONEL PORTILLO, DEPARTAMENTO UCAYALI",ACTIVO,APROBADO,1196957.94,1196957.94,0,0.0,0.0,23/04/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,30000.0
3629,2481225,2481225,MEJORAMIENTO DEL ACCESO VIAL HACIA LOS CENTRO POBLADOS DEL  DISTRITO DE SHATOJA - PROVINCIA DE EL DORADO - DEPARTAMENTO DE SAN MARTIN,ACTIVO,VIABLE,380000.0,237859.5,0,0.0,0.0,12/02/2020 00:00,INVIERTE,PROYECTO DE INVERSION,237500.0,0.0
2545,2568502,2568502,MEJORAMIENTO EL SISTEMA DE AGUA POTABLE EN EL BARRIO MIRAMAR DEL  DISTRITO DE LUCMA - PROVINCIA DE MARISCAL LUZURIAGA - DEPARTAMENTO DE ANCASH,ACTIVO,VIABLE,104981.91,104981.91,0,0.0,0.0,2/12/2022 00:00,INVIERTE,PROYECTO DE INVERSION,95983.72,0.0
3994,2666520,2666520,"RENOVACION DE LUMINARIA, COBERTURA, AREA VERDE Y MOBILIARIO URBANO EN EL(LA) PARQUE UBICADO EN LA CALLE 4 (ENTRE LA AV. SAN JOSE Y CALLE 8) DEL ASENTAMIENTO HUMANO CIUDAD DE DIOS  DISTRITO DE SAN JOSE, PROVINCIA LAMBAYEQUE, DEPARTAMENTO LAMBAYEQUE",ACTIVO,APROBADO,52285.87,52285.87,0,0.0,0.0,11/11/2024 00:00,INVIERTE,INVERSIONES IOARR,42775.0,0.0
3576,2250100,260407,"MEJORAMIENTO DE LOS SERVICIOS TURÍSTICOS DE LOS PRINCIPALES ATRACTIVOS DEL MONUMENTO ARQUEOLÓGICO DE OLLANTAYTAMBO, DISTRITO DE OLLANTAYTAMBO, PROVINCIA DE URUBAMBA, DEPARTAMENTO DEL CUSCO",ACTIVO,VIABLE,4939020.0,16209774.48,0,0.0,0.0,1/08/2013 00:00,SNIP,PIP MAYOR (SNIP),13881357.95,52888.63
103,2720117,2720117,"RENOVACION DE RED DE DISTRIBUCION EN EL(LA) PARA LA MEJORA DE REDES DE DISTRIBUCIÓN SECUNDARIAS Y A.P. AÉREAS Y SEDS  DISTRITO DE SOCABAYA, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA",ACTIVO,APROBADO,3000000.0,3000000.0,0,0.0,0.0,10/02/2026 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
4102,2214502,210886,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA Nº 86898 DE HUACAY, DISTRITO DE PUEBLO LIBRE - HUAYLAS - ANCASH",ACTIVO,VIABLE,206369.66,245550.0,0,0.0,0.0,1/06/2012 00:00,SNIP,PIP MENOR (SNIP),210086.83,0.0
2551,2191790,235044,"INSTALACION DE RED PRIMARIA Y RED SECUNDARIA PARA LAS MANZANAS C, D, E, F, G, H Y H E ILUMINACIN DE LAS MANZANAS A Y B EN EL A.H. COCHARCAS DEL C.P. SAN JACINTO, DISTRITO DE NEPEÑA - SANTA - ANCASH",ACTIVO,VIABLE,365942.34,407957.59,0,0.0,0.0,23/10/2013 00:00,SNIP,PIP MENOR (SNIP),385957.59,0.0
2961,2665590,2665590,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 38422  DE CENTRO POBLADO PALLJAS DISTRITO DE CHUNGUI DE LA PROVINCIA DE LA MAR DEL DEPARTAMENTO DE AYACUCHO,ACTIVO,VIABLE,4711424.25,4711424.25,0,0.0,0.0,22/10/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1116,2099020,122126,"CONSTRUCCION DE VEREDAS Y SARDINELES EN LA CALLE PROLONGACION CHICLAYO, PROVINCIA DE ICA - ICA",ACTIVO,VIABLE,45243.86,45673.13,0,0.0,0.0,4/08/2009 00:00,SNIP,PIP MENOR (SNIP),39657.35,0.0
2532,2178939,261506,"INSTALACION DEL SERVICIO DE ELECTRIFICACION EN MEDIA TENSION 10-22.9KV Y BAJA TENSION 440-220V. PARA CC.PP SANTA TERESA ALEDAÑO-SECTOR A Y B, DISTRITO DE CHINCHA BAJA - CHINCHA - ICA",ACTIVO,VIABLE,120180.84,120180.84,0,0.0,0.0,19/06/2013 00:00,SNIP,PIP MENOR (SNIP),114780.84,0.0
2682,2698600,2698600,"CONSTRUCCION DE AULA DE EDUCACION INICIAL Y CERCO Y/O PORTADA ADQUISICION DE MOBILIARIO DE AULA DE EDUCACION INICIAL EN EL(LA) I.E. 213 EN EL CENTRO POBLADO LA NUEVA VILLA RICA, DISTRITO DE SAN JOSE DE LOURDES, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,109368.52,105368.52,0,0.0,0.0,10/07/2025 00:00,INVIERTE,INVERSIONES IOARR,104078.8,0.0
