,CODIGO_UNICO,CODIGO_SNIP,NOMBRE_INVERSION,ESTADO,SITUACION,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,FECHA_VIABILIDAD,MARCO,TIPO_INVERSION,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL
1145,2684431,2684431,"REPARACION DE CANAL DE RIEGO EN EL(LA) CANAL DE TALQUICHER  DISTRITO DE CUENCA, PROVINCIA HUAROCHIRI, DEPARTAMENTO LIMA",ACTIVO,APROBADO,190278.43,190278.43,0,0.0,0.0,28/02/2025 00:00,INVIERTE,INVERSIONES IOARR,6000.0,0.0
1481,2323343,360238,"CREACION DEL MERCADO DE ABASTOS QUICHUAS, DISTRITO DE QUICHUAS - TAYACAJA - HUANCAVELICA",ACTIVO,VIABLE,3379803.0,3379803.0,0,0.0,0.0,6/07/2016 00:00,SNIP,PIP MAYOR (SNIP),31500.0,0.0
1281,2642432,2642432,"CONSTRUCCION DE LOSA DEPORTIVA EN EL(LA) I.E. 86267 EN EL CENTRO POBLADO JARACHACRA, DISTRITO DE ANTONIO RAYMONDI, PROVINCIA BOLOGNESI, DEPARTAMENTO ANCASH",ACTIVO,APROBADO,805154.63,867623.82,0,0.0,0.0,15/05/2024 00:00,INVIERTE,INVERSIONES IOARR,845136.42,10113.23
2334,2395076,2395076,"CREACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO ECOLOGICO SECTOR MARIA DE JESUS EN EL DISTRITO DE SAN JUAN DE LURIGANCHO-PROVINCIA Y DEPARTAMENTO DE LIMA HABILITACIONES PERIURBANAS BALCONES VERDES, LOS GIRASOLES Y COMITES 1,2 Y 3 - DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,4819129.63,4819129.63,0,0.0,0.0,7/05/2018 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1392,2131115,169452,"REHABILITACION Y REMODELACION DE LA INFRAESTRUCTURA EDUCATIVA Y EQUIPAMIENTO DE LA INSTITUCION EDUCATIVA DANIEL HERNANDEZ UBICADA EN LA REGION HUANCAVELICA, PROVINCIA DE TAYACAJA Y DISTRITO DE PAMPAS",ACTIVO,VIABLE,20768600.0,19378280.28,0,18194.51,0.0,24/11/2010 00:00,INVIERTE,PROYECTO EMBLEMATICO,18496888.6,3741.96
441,2165499,209705,"MEJORAMIENTO DEL SERVICIO EDUCATIVO CON INFRAESTRUCTURA DE PROTECCION SOLAR EN LAS II.EE DE LA PROVINCIA DE PALPA ,REGION ICA",ACTIVO,VIABLE,1536545.0,1536545.0,0,0.0,0.0,7/11/2012 00:00,SNIP,PIP MAYOR (SNIP),20000.0,0.0
858,2048877,53701,"CONSTRUCCION DE PARQUE CENTRAL  EN URBANIZACION POPULAR FELIPE COSSIO DEL POMAR, DISTRITO DE CASTILLA - PIURA - PIURA",ACTIVO,VIABLE,147473.0,100975.41,0,0.0,0.0,3/10/2007 00:00,SNIP,PIP MAYOR (SNIP),109877.05,0.0
253,2617573,2617573,"REMODELACION DE ESPACIO DEPORTIVO SIN COBERTURA EN EL(LA) , EN EL CENTRO POBLADO CHIPULUC, DISTRITO DE CUTERVO, PROVINCIA CUTERVO, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,774841.93,1138264.91,0,0.0,0.0,18/10/2023 00:00,INVIERTE,INVERSIONES IOARR,1134023.95,0.0
2195,2270576,319449,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE RONCEROS DEL DISTRITO DE PISCO, PROVINCIA DE PISCO - ICA",ACTIVO,VIABLE,400536.8,380092.38,0,0.0,0.0,24/08/2015 00:00,SNIP,PIP MENOR (SNIP),93604.09,0.0
854,2320661,357703,"INSTALACION, MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE SHAIM, PAIK, DISTRITO DE ARAMANGO - BAGUA - AMAZONAS",ACTIVO,VIABLE,2040718.0,2848918.93,0,0.0,0.0,20/05/2016 00:00,SNIP,PIP MAYOR (SNIP),88000.0,0.0
2164,2091539,98659,"CONSTRUCCION DE LA INFRAESTRUCTURA URBANA DEL TRAMO DE LAS CUADRAS 5,6,7 Y 8 DE LA CALLE SAN PEDRO  C.P. MIRAMAR, DISTRITO DE MOCHE - TRUJILLO - LA LIBERTAD",ACTIVO,VIABLE,113521.0,113521.0,0,0.0,0.0,9/06/2009 00:00,SNIP,PIP MAYOR (SNIP),72820.5,0.0
2647,2177789,258507,"MEJORAMIENTO DEL JR LA MERCED CUADRA 8 DE LA CIUDAD DE CUTERVO, DISTRITO CUTERVO, PROVINCIA DE CUTERVO - CAJAMARCA",ACTIVO,VIABLE,176267.09,176267.09,0,0.0,0.0,3/05/2013 00:00,SNIP,PIP MENOR (SNIP),108403.23,0.0
3044,2697718,2697718,"CONSTRUCCION DE CERCO PERIMETRICO EN EL(LA) I.E. 10954 EN EL CENTRO POBLADO DOS RIOS, DISTRITO DE CATACHE, PROVINCIA SANTA CRUZ, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,147966.46,133327.49,0,0.0,0.0,16/06/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
592,2480522,2480522,"REPARACION DE CAMPO MENOR (UN DEPORTE RECRATIVO) EN EL(LA) Y REHABILITACIÓN DE LOS SERVICIOS RECREATIVOS Y DEPORTIVOS DE LA VILLA DEPORTIVA EN LA LOCALIDAD TARMA, DISTRITO DE TARMA, PROVINCIA TARMA, DEPARTAMENTO JUNIN",ACTIVO,APROBADO,585809.75,484166.76,0,0.0,0.0,6/02/2020 00:00,INVIERTE,INVERSIONES IOARR,447956.22,0.0
4486,2284684,326199,"MEJORAMIENTO DE VEREDAS Y SARDINELES EN LA CALLE SWAYNE Y CORONEL CASTILLO LOCALIDAD DE MALA, DISTRITO DE MALA - CAÑETE - LIMA",ACTIVO,VIABLE,149811.17,208236.91,0,0.0,0.0,5/08/2015 00:00,SNIP,PIP MENOR (SNIP),177098.58,0.0
4340,2321945,358898,"MEJORAMIENTO DEL SERVICIO RECREATIVO DEL PARQUE CECILIO COX DORAY EN LA URBANIZACION SANTA ISABEL, DISTRITO DE VICTOR LARCO HERRERA - TRUJILLO - LA LIBERTAD",ACTIVO,VIABLE,293005.51,209358.0,0,0.0,0.0,27/05/2016 00:00,SNIP,PIP MENOR (SNIP),207523.1,0.0
1212,2616404,2616404,"REPARACION DE CERCO Y/O PORTADA, COBERTURA, SSHH DE ESPECTADORES Y JARDINERA EN EL(LA) CEMENTERIO EN EL CENTRO POBLADO ULCUMAYO, DISTRITO DE ULCUMAYO, PROVINCIA JUNIN, DEPARTAMENTO JUNIN",ACTIVO,APROBADO,20000.0,138000.0,0,0.0,0.0,11/10/2023 00:00,INVIERTE,INVERSIONES IOARR,108558.32,0.0
255,2647097,2647097,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL A.H.25 DE JUNIO II ETAPA EN EL   DISTRITO DE DEAN VALDIVIA DE LA PROVINCIA DE ISLAY DEL DEPARTAMENTO DE AREQUIPA,ACTIVO,VIABLE,741905.43,1591930.21,0,0.0,0.0,2/05/2024 00:00,INVIERTE,PROYECTO DE INVERSION,33000.0,0.0
236,2530482,2530482,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL  DISTRITO DE ZARUMILLA - PROVINCIA DE ZARUMILLA - DEPARTAMENTO DE TUMBES,ACTIVO,VIABLE,5531327.91,9090786.69,0,0.0,0.0,23/09/2021 00:00,INVIERTE,PROYECTO DE INVERSION,7903670.14,0.0
2626,2165074,239791,"CREACION DE LOSA DEPORTIVA MULTIUSOS EN EL SECTOR PANTION VIEJO, DISTRITO DE PALLASCA - PALLASCA - ANCASH",ACTIVO,VIABLE,297280.48,297280.48,0,0.0,0.0,14/11/2012 00:00,SNIP,PIP MENOR (SNIP),314829.41,0.0
4182,2527652,2527652,CREACION DE LOCAL COMUNAL DE LA LOCALIDAD DE CAMPAMENTO DEL DISTRITO DE JIRCAN - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO,ACTIVO,VIABLE,162274.88,205881.93,0,0.0,0.0,21/09/2021 00:00,INVIERTE,PROYECTO DE INVERSION,25000.0,0.0
3676,2715454,2715454,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN VIA DE ACCESO , Y DE CONEXION  DE CENTROS POBLADOS SAN JUAN DE YANAYACU, PUERTO ALEGRE DISTRITO DE NAPO DE LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO",ACTIVO,VIABLE,6834099.02,6834099.02,0,0.0,0.0,16/12/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,42500.0
997,2541814,2541814,CREACION DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN LA LOCALIDAD EL SAUCE DEL   DISTRITO DE CAYALTI DE LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE,ACTIVO,VIABLE,358558.56,358558.56,0,0.0,0.0,1/02/2022 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
483,2423388,2423388,CREACION DEL SERVICIO DE PROTECCION FRENTE A INUNDACIONES EN LA MARGEN IZQUIERDA DEL RIO SUPTE DE LA LOCALIDAD DE INKARI (INCARI) DEL DISTRITO DE LUYANDO - PROVINCIA DE LEONCIO PRADO - DEPARTAMENTO DE HUANUCO,ACTIVO,VIABLE,572352.14,4204119.24,0,0.0,0.0,25/05/2018 00:00,INVIERTE,PROYECTO DE INVERSION,42265.0,0.0
1741,2557718,2557718,"CONSTRUCCION DE CERCO PERIMETRICO EN EL(LA) LOSA DEPORTIVA DEL SECTOR PUEBLO VIEJO DE LA CIUDAD DE BAGUA GRANDE,  DISTRITO DE BAGUA GRANDE, PROVINCIA UTCUBAMBA, DEPARTAMENTO AMAZONAS",ACTIVO,APROBADO,25964.98,25964.98,0,0.0,0.0,22/07/2022 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
910,2650787,2650787,"CREACION DEL SERVICIO DE DRENAJE PLUVIAL EN LOS PRINCIPALES JIRONES Y AVENIDAS DEL DISTRITO DE CARMEN ALTO, TRAMOS JR. PROGRESO, MIGUEL GRAU Y AV. MARISCAL CÁCERES DEL CENTRO POBLADO CARMEN ALTO SECTOR I   DISTRITO DE CARMEN ALTO DE LA PROVINCIA DE HUAMANGA DEL DEPARTAMENTO DE AYACUCHO",ACTIVO,VIABLE,6574713.91,6574713.91,0,0.0,0.0,10/06/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3828,2666634,2666634,"CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LOS SECTORES TSONKIRIARI, BUENOS AIRES, VILLA RICA Y CERRO VERDE DEL CENTRO POBLADO KIMBIRI ALTO DEL   DISTRITO DE KIMBIRI DE LA PROVINCIA DE LA CONVENCION DEL DEPARTAMENTO DE CUSCO",ACTIVO,VIABLE,4975878.51,4975878.51,0,0.0,0.0,26/12/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
4781,2451776,2451776,"REPARACION DE COLISEO EN EL(LA) DE INFRAESTRUCTURA DEPORTIVA EN EL CENTRO POBLADO DE ARCATA DEL EN LA LOCALIDAD ARCATA, DISTRITO DE CAYARANI, PROVINCIA CONDESUYOS, DEPARTAMENTO AREQUIPA",ACTIVO,APROBADO,197647.09,241671.57,0,0.0,0.0,20/06/2019 00:00,INVIERTE,INVERSIONES IOARR,239115.62,0.0
1303,2692290,2692290,"ADQUISICION DE EQUIPO DE ANESTESIA, VENTILADOR MECANICO, SISTEMA DE CIRUGIA LAPAROSCOPICA Y SISTEMA DE VIDEO GASTROENDOSCOPIA ADEMÁS DE OTROS ACTIVOS EN EL(LA) HOSPITAL SAN MARTIN DE PORRES  DISTRITO DE MACUSANI, PROVINCIA CARABAYA, DEPARTAMENTO PUNO",ACTIVO,APROBADO,10594941.0,22506725.02,0,0.0,0.0,9/05/2025 00:00,INVIERTE,INVERSIONES IOARR,54369.75,41719.12
3302,2432844,2432844,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL  DE LA CALLE MIRADOR MAPACHO (JR. MIRADOR MAPACHO, JR. HACIENDA PAMPA, JR. HUASCAR, JR. MACHUCCARHUAYO, JR. NUEVO AMANECER)  DISTRITO DE CCARHUAYO - PROVINCIA DE QUISPICANCHI - DEPARTAMENTO DE CUSCO",ACTIVO,VIABLE,1001654.96,1074413.57,0,0.0,0.0,30/10/2018 00:00,INVIERTE,PROYECTO DE INVERSION,820016.64,0.0
1926,2335614,374690,"MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LOS BARRIOS MIRAFLORES Y LOS ROSALES EN LA LOCALIDAD DE CAMBAYA, DISTRITO DE ILABAYA - JORGE BASADRE - TACNA",ACTIVO,VIABLE,2016714.0,1916669.09,0,0.0,0.0,6/01/2017 00:00,SNIP,PIP MAYOR (SNIP),1719594.54,0.0
841,2610614,2610614,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. JOSÉ MARÍA PLAZA CDRA 1-4, AV. HORACIO URTEAGA CDRA 11-13, JR. HUÁSCAR CDRA 11 -12, JR. HUIRACOCHA CDRA 12, AV.6 DE AGOSTO CDRA 7-12, JRS. LOCALES INTERNOS DE LOS SECTORES 3A Y 3C   DISTRITO DE JESUS MARIA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,3601842.94,3567225.48,0,0.0,0.0,6/09/2023 00:00,INVIERTE,PROYECTO DE INVERSION,3567225.46,0.0
1310,2480722,2480722,MEJORAMIENTO DEL  SISTEMA DE RIEGO EN EL ANEXO UNION PROGRESO (PUSQUI) DEL DISTRITO DE ACRAQUIA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA,ACTIVO,VIABLE,353076.47,356126.4,0,0.0,0.0,9/02/2020 00:00,INVIERTE,PROYECTO DE INVERSION,332175.44,0.0
2520,2699566,2699566,"RENOVACION DE PUENTE EN EL(LA) CAMINO VECINAL CA-996 EN LA LOCALIDAD DE POYUNTE  DISTRITO DE CELENDIN, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,431937.89,431937.89,0,0.0,0.0,7/07/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
4299,2709662,2709662,CREACION DEL SERVICIO DE ACCESIBILIDAD A LA ADQUISICIÓN DE PRODUCTOS DE PRIMERA NECESIDAD EN ESPACIO DE ESPARCIMIENTO COMERCIAL  DE CENTRO POBLADO QUIQUIRA DISTRITO DE ALTO INAMBARI DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,ACTIVO,VIABLE,553078.9,553078.9,0,0.0,0.0,4/11/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1012,2508582,2508582,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO EN LAS I.E ¿MARIANO MELGAR¿ ¿ CHIM CHIM CHUQUIPUQUIO Y LA I.E. N° 821540 -LA ESPERANZA,  DISTRITO DE LOS BAÑOS DEL INCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA",ACTIVO,VIABLE,4585230.74,4585230.74,0,0.0,0.0,29/12/2020 00:00,INVIERTE,PROYECTO DE INVERSION,35880.0,0.0
4063,2651835,2651835,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LA COMUNIDAD CAMPESINA DE SIALE DEL  DISTRITO DE CAPACHICA - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO,ACTIVO,VIABLE,640359.52,687747.25,0,0.0,0.0,11/07/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1764,2681252,2681252,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ATENCIÓN DE SALUD BÁSICOS EN NAMORA   DISTRITO DE NAMORA DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA,ACTIVO,VIABLE,10678876.99,10615185.87,0,0.0,0.0,31/07/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3274,2689534,2689534,"RENOVACION DE PUENTE EN EL(LA) CAMINO VECINAL PU-1295 (PUENTE SAN JUAN), TRAMO: EMP. PU-1323 (OLLARAYA) - PTA. CARRETERA, EN LA LOCALIDAD SAN JUAN DISTRITO DE CUTURAPI, PROVINCIA YUNGUYO, DEPARTAMENTO PUNO",ACTIVO,APROBADO,1424995.44,1424995.44,0,0.0,0.0,8/04/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
2241,2547741,2547741,MEJORAMIENTO DEL SISTEMA DE RIEGO DEL CANAL BOMBA SAN FRANCISCO DEL C.P SAN FRANCISCO DEL DISTRITO DE QUERECOTILLO - PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA,ACTIVO,VIABLE,6668298.68,7176335.95,0,0.0,0.0,10/04/2022 00:00,INVIERTE,PROYECTO DE INVERSION,41820.0,0.0
3306,2329375,365700,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL JR. VIRGEN DE LA CANDELARIA 3RA CUADRA DEL BARRIO DE ALIANZA DEL, DISTRITO DE OCOBAMBA - CHINCHEROS - APURIMAC",ACTIVO,VIABLE,501630.94,516720.28,0,0.0,0.0,29/08/2016 00:00,SNIP,PIP MENOR (SNIP),15000.0,0.0
2910,2167952,239064,"MEJORAMIENTO DEL SISTEMA DE DESAGUE PLUVIAL EN EL PJE. ARENALES (TRAMO: AV. LA ESPERANZA - PJE. YURIMAGUAS) Y PJE. YURIMAGUAS (TRAMO: JR. MANUEL SCORZA - PJE. ARENALES), DISTRITO DE CHILCA - HUANCAYO - JUNIN",ACTIVO,VIABLE,122516.54,122736.54,0,0.0,0.0,31/01/2013 00:00,SNIP,PIP MENOR (SNIP),114835.25,0.0
4498,2058332,69200,"AMPLIACION DE RED ELÉCTRICO DE DISTRIBUCION PRIMARIA Y SECUNDARIA DE LA LOCALIDAD DE SAN CARLOS DE MUNAYPATA, DISTRITO DE LOS MOROCHUCOS, PROVINCIA DE CANGALLO - AYACUCHO",ACTIVO,VIABLE,264213.0,264213.0,0,0.0,0.0,29/11/2007 00:00,SNIP,PIP MAYOR (SNIP),278908.18,0.0
4350,2433564,2433564,MEJORAMIENTO DE VIAS DE ACCESO PEATONAL EN EL AA.HH. JESUS DE NAZARET ZONAL 2 DEL DISTRITO DE COMAS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,305205.75,346727.71,0,0.0,0.0,10/12/2018 00:00,INVIERTE,PROYECTO DE INVERSION,345727.64,0.0
3040,2619442,2619442,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO  VECINAL CRUCE EL BALCON-YAMINCHAD-CERRO BLANCO -LALAQUISH ALTO-LA TRANCA Y CENTRO POBLADO POLAN   DISTRITO DE SAN PABLO DE LA PROVINCIA DE SAN PABLO DEL DEPARTAMENTO DE CAJAMARCA,ACTIVO,VIABLE,17747134.98,17747134.98,0,0.0,0.0,28/12/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2683,2693598,2693598,AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN SECTOR IZQUIERDO DEL BARRIO LA HOYADA EN EL   DISTRITO DE TARAPOTO DE LA PROVINCIA DE SAN MARTIN DEL DEPARTAMENTO DE SAN MARTIN,ACTIVO,VIABLE,10343030.93,10343030.93,0,0.0,0.0,31/07/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1293,2660367,2660367,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL LOCAL COMUNAL MULTIUSOS DE LA COMUNIDAD NATIVA DE CERRO ESCALERA   DISTRITO DE BALSAPUERTO DE LA PROVINCIA DE ALTO AMAZONAS DEL DEPARTAMENTO DE LORETO,ACTIVO,VIABLE,527097.6,527097.6,0,0.0,0.0,5/09/2024 00:00,INVIERTE,PROYECTO DE INVERSION,41000.0,0.0
3495,2598839,2598839,MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LOCAL COMUNAL CENTRO POBLADO SAN SALVADOR   DISTRITO DE SANTO TOMAS DE LA PROVINCIA DE LUYA DEL DEPARTAMENTO DE AMAZONAS,ACTIVO,VIABLE,3101743.27,4162391.48,0,0.0,0.0,16/06/2023 00:00,INVIERTE,PROYECTO DE INVERSION,4156546.88,0.0
706,2504206,2504206,MEJORAMIENTO DEL SISTEMA DEL AGUA POTABLE EN LA LOCALIDAD DE COLLATA DEL DISTRITO DE SAN MATEO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,107319.48,107319.48,0,0.0,0.0,17/11/2020 00:00,INVIERTE,PROYECTO DE INVERSION,66584.57,0.0
3455,2602332,2602332,MEJORAMIENTO DEL SERVICIO DE ESPACIOS PÚBLICOS VERDES EN LOS PARQUES Y JARDINES DEL   DISTRITO DE PALCA DE LA PROVINCIA DE TACNA DEL DEPARTAMENTO DE TACNA,ACTIVO,VIABLE,2013051.3,2590539.92,0,0.0,0.0,17/07/2023 00:00,INVIERTE,PROYECTO DE INVERSION,2450296.64,0.0
4937,2623066,2623066,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN LA LOCALIDAD DE CORANI   DISTRITO DE CORANI DE LA PROVINCIA DE CARABAYA DEL DEPARTAMENTO DE PUNO,ACTIVO,VIABLE,9256818.14,9256818.14,0,0.0,0.0,12/12/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
4839,2594822,2594822,"RENOVACION DE PUENTE EN EL(LA) CAMINO VECINAL: R-13091812 (PUENTE PAYAMARCA)  DISTRITO DE HUAMACHUCO, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",ACTIVO,APROBADO,563784.54,699816.09,0,0.0,0.0,18/05/2023 00:00,INVIERTE,INVERSIONES IOARR,39000.0,0.0
4878,2667883,2667883,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN VIAS LOCALES DE LA ASOCIACION DE VIVIENDA EL MIRADOR  JULIO C TELLO, SECTOR 05   DISTRITO DE CARABAYLLO DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,3014018.47,3014018.47,0,0.0,0.0,3/02/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
4309,2523347,2523347,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LA CALLE GABRIEL AGUILAR CUADRA 17 E INTERSECCION DE LAS CALLES JOSE CRESPO, GABRIEL AGUILAR, JOSE OLAYA Y JUAN CARBAJAL,  DISTRITO DE EL PORVENIR - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD",ACTIVO,VIABLE,496361.75,334910.06,0,0.0,0.0,5/07/2021 00:00,INVIERTE,PROYECTO DE INVERSION,321075.17,0.0
1679,2537519,2537519,"ADQUISICION DE SWITCH EN EL(LA) SOLUCIÓN DE RED Y ACESS POINT EN LA CONECTIVIDAD WI-FI DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",ACTIVO,APROBADO,5510398.87,5542704.98,0,0.0,0.0,13/12/2021 00:00,INVIERTE,INVERSIONES IOARR,2006600.0,0.0
4328,2463306,2463306,"CREACION DEL SERVICIO DE AGUA PARA RIEGO EN LOS SECTORES DE PARIATO, MARURI Y SANTUSAIRES DEL DISTRITO DE QUELLOUNO - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO",ACTIVO,VIABLE,5095208.67,15916553.4,0,0.0,0.0,20/12/2019 00:00,INVIERTE,PROYECTO DE INVERSION,6654541.32,160209.51
568,2292161,333575,"CREACION DEL PUENTE PEATONAL CADENILLAS EN EL SECTOR LA FORESTAL DE LA COMUNIDAD DE CHURUCANCHA LAJAS, DISTRITO DE LAJAS - CHOTA - CAJAMARCA",ACTIVO,VIABLE,52304.8,52304.8,0,0.0,0.0,11/09/2015 00:00,SNIP,PIP MENOR (SNIP),46346.91,0.0
1944,2234754,260784,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL ANEXO DE PUCLLUCANCHI, DISTRITO DE SANGALLAYA - HUAROCHIRI - LIMA",ACTIVO,VIABLE,287951.72,287951.72,0,0.0,0.0,23/05/2013 00:00,SNIP,PIP MENOR (SNIP),125227.29,0.0
1314,2131121,2131121,"REHABILITACION Y REMODELACION DE LA INFRAESTRUCTURA EDUCATIVA Y EQUIPAMIENTO DE LA INSTITUCION EDUCATIVA JOAQUIN CAPELO UBICADA EN LA REGION JUNIN, PROVINCIA DE CHANCHAMAYO Y DISTRITO DE CHANCHAMAYO",ACTIVO,VIABLE,23995707.9,25968499.8,0,38940.0,0.0,13/08/2018 00:00,INVIERTE,PROYECTO EMBLEMATICO,23534498.56,0.0
3673,2705730,2705730,"ADQUISICION DE VOLQUETE EN EL(LA) GERENCIA DE SERVICIOS MUNICIPALES Y GESTIÓN AMBIENTAL PARA EL SERVICIO DE LIMPIEZA PUBLICA EN EL CENTRO POBLADO DE LECHEMAYO,  DISTRITO DE SAN GABAN, PROVINCIA CARABAYA, DEPARTAMENTO PUNO",ACTIVO,APROBADO,414144.5,448713.33,0,0.0,0.0,4/09/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
1305,2694850,2694850,"REPARACION DE COBERTURA PARA PROTECCION DE ESTRUCTURAS EN EL(LA) SUB ESTRUCTURA DEL PUENTE SOBRE EL RIO SHAMBOYAQUILLO EN EL CENTRO POBLADO SANTA ROSA, DISTRITO DE SHAMBOYACU, PROVINCIA PICOTA, DEPARTAMENTO SAN MARTIN",ACTIVO,APROBADO,83033.69,80560.0,0,0.0,0.0,20/05/2025 00:00,INVIERTE,INVERSIONES IOARR,79170.0,0.0
1353,2534303,2534303,"ADQUISICION DE TERRENO EN EL(LA) INFRAESTRUCTURA DE SERVICIOS COMUNALES PARA EL CENTRO POBLADO DE CAMBAYA,  DISTRITO DE ILABAYA, PROVINCIA JORGE BASADRE, DEPARTAMENTO TACNA",ACTIVO,APROBADO,106805.82,258529.21,0,0.0,0.0,8/11/2021 00:00,INVIERTE,INVERSIONES IOARR,244451.26,0.0
302,2120785,136111,"CONSTRUCCION DE PARQUE PRINCIPAL EN LA MZ LL1 EN EL A.H. KEIKO SOFIA FUJIMORI, DISTRITO DE VENTANILLA - CALLAO - CALLAO",ACTIVO,VIABLE,528155.03,580968.14,0,0.0,0.0,28/12/2009 00:00,SNIP,PIP MENOR (SNIP),516959.66,0.0
