investment_code,CODIGO_UNICO,NUM_ANIO,MTO_DEVEN,MTO_PIM,MTO_PIA,MTO_CERT,MTO_COMPROM,SEC_EJEC,DES_UEP,COD_FUENTE_FINANC,DES_FUENTE_FINANC
2504206,2504206,2022,1500.0,1500,0,1500.0,1500.0,301360,MUNICIPALIDAD DISTRITAL DE SAN MATEO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2602332,2602332,2023,424567.34,506233,0,482697.87,466166.36,301784,MUNICIPALIDAD DISTRITAL DE PALCA,09,RECURSOS DIRECTAMENTE RECAUDADOS
2602332,2602332,2023,20000.0,20000,0,20000.0,20000.0,301784,MUNICIPALIDAD DISTRITAL DE PALCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2602332,2602332,2024,68543.35,70834,0,68543.35,68543.35,301784,MUNICIPALIDAD DISTRITAL DE PALCA,00,RECURSOS ORDINARIOS
2602332,2602332,2024,1098531.91,1170519,0,1139835.16,1099547.96,301784,MUNICIPALIDAD DISTRITAL DE PALCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2602332,2602332,2025,386412.75,412625,0,399323.0,399323.0,301784,MUNICIPALIDAD DISTRITAL DE PALCA,09,RECURSOS DIRECTAMENTE RECAUDADOS
2602332,2602332,2025,452241.29,452244,300000,452241.78,452241.78,301784,MUNICIPALIDAD DISTRITAL DE PALCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2594822,2594822,2023,39000.0,39000,0,39000.0,39000.0,301189,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO,07,FONDO DE COMPENSACION MUNICIPAL
2598839,2598839,2023,2482581.07,2607649,0,2607648.87,2482581.07,721,REGION AMAZONAS-SEDE CENTRAL,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2598839,2598839,2024,1577599.94,1577601,0,1577599.94,1577599.94,721,REGION AMAZONAS-SEDE CENTRAL,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2598839,2598839,2025,96365.87,96366,0,96365.87,96365.87,721,REGION AMAZONAS-SEDE CENTRAL,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2523347,2523347,2021,0.0,23883,0,23882.26,23882.26,301128,MUNICIPALIDAD DISTRITAL DE EL PORVENIR,07,FONDO DE COMPENSACION MUNICIPAL
2523347,2523347,2022,321075.17,354346,0,354096.6,322980.59,301128,MUNICIPALIDAD DISTRITAL DE EL PORVENIR,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2537519,2537519,2023,0.0,9,0,0.0,0.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL,00,RECURSOS ORDINARIOS
2537519,2537519,2024,2006600.0,2026730,0,2026730.0,2006600.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL,00,RECURSOS ORDINARIOS
2537519,2537519,2025,0.0,1,0,0.0,0.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL,00,RECURSOS ORDINARIOS
2463306,2463306,2020,0.0,592,0,591.76,0.0,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2463306,2463306,2022,312609.12,344822,0,344815.95,312609.95,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2463306,2463306,2023,167506.59,196831,400000,168144.87,167506.59,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2463306,2463306,2024,2622803.65,2659092,2000000,2625203.65,2625203.65,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2463306,2463306,2025,3551621.96,3623160,3000000,3551621.96,3551621.96,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2463306,2463306,2026,184640.63,4000000,5000000,1101109.84,229162.74,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2292161,2292161,2015,20559.91,55122,0,20559.91,20559.91,300587,MUNICIPALIDAD DISTRITAL DE LAJAS,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2292161,2292161,2016,25787.0,34563,0,25787.0,25787.0,300587,MUNICIPALIDAD DISTRITAL DE LAJAS,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2013,8000.0,8000,0,8000.0,8000.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,00,RECURSOS ORDINARIOS
2234754,2234754,2013,14292.0,14292,0,14292.0,14292.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2014,2000.0,2000,0,2000.0,2000.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2015,4720.0,4720,0,4720.0,4720.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2017,2971.1,48000,14000,2971.1,2971.1,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2018,12440.87,15000,0,12440.87,12440.87,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2019,47877.38,55000,0,47877.38,47877.38,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2020,29425.94,29427,0,29425.94,29425.94,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,00,RECURSOS ORDINARIOS
2234754,2234754,2021,3500.0,3500,0,3500.0,3500.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2234754,2234754,2022,0.0,597,35000,0.0,0.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2131121,2131121,2011,563394.02,1152446,0,0.0,563394.02,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2012,365148.04,644811,0,365148.04,365148.04,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2013,182574.02,250537,0,182574.02,182574.02,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2014,7131476.69,7131478,0,7131476.69,7131476.69,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2015,5599315.64,5808152,14146775,5808150.78,5599315.64,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2015,4309188.52,4677425,0,4673425.72,4309188.52,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO
2131121,2131121,2016,319605.49,741536,2195043,653136.68,319605.49,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO
2131121,2131121,2017,3333363.38,3374057,4471083,3374056.85,3333363.38,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2018,734998.27,765719,260519,734998.27,734998.27,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2019,159859.53,211346,204117,159859.53,159859.53,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2020,254723.66,254725,365513,254723.66,254723.66,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2021,8915.81,351078,47317,8915.81,8915.81,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO
2131121,2131121,2022,0.0,0,18328,0.0,0.0,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2023,210374.16,210376,2502912,210374.16,210374.16,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2024,87197.07,154984,2361684,87197.07,87197.07,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2131121,2131121,2025,274364.26,274365,2342480,274364.26,274364.26,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA,00,RECURSOS ORDINARIOS
2705730,2705730,2025,0.0,15000,0,15000.0,0.0,301631,MUNICIPALIDAD DISTRITAL DE SAN GABAN,09,RECURSOS DIRECTAMENTE RECAUDADOS
2705730,2705730,2026,0.0,26000,0,26000.0,0.0,301631,MUNICIPALIDAD DISTRITAL DE SAN GABAN,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2694850,2694850,2025,79170.0,79670,0,79670.0,79670.0,301747,MUNICIPALIDAD DISTRITAL DE SHAMBOYACU,07,FONDO DE COMPENSACION MUNICIPAL
2534303,2534303,2021,0.0,3473,0,3400.0,0.0,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2534303,2534303,2022,244451.26,255003,0,250075.5,246061.18,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2534303,2534303,2023,0.0,3500,0,0.0,0.0,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2120785,2120785,2011,516959.66,517037,528155,0.0,516959.66,300682,MUNICIPALIDAD DISTRITAL DE VENTANILLA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2120785,2120785,2017,0.0,6000,0,0.0,0.0,300682,MUNICIPALIDAD DISTRITAL DE VENTANILLA,09,RECURSOS DIRECTAMENTE RECAUDADOS
2088863,2088863,2009,1050.0,1050,0,0.0,1050.0,300842,MUNICIPALIDAD PROVINCIAL DE CHURCAMPA,07,FONDO DE COMPENSACION MUNICIPAL
2088863,2088863,2009,66456.25,79800,0,0.0,66456.25,300842,MUNICIPALIDAD PROVINCIAL DE CHURCAMPA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2657839,2657839,2024,0.0,315485,0,0.0,0.0,301297,MUNICIPALIDAD DISTRITAL DE SUPE,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2657839,2657839,2025,300238.65,308006,0,305892.97,305892.97,301297,MUNICIPALIDAD DISTRITAL DE SUPE,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2132774,2132774,2011,25891.0,26932,0,0.0,25891.0,300546,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,07,FONDO DE COMPENSACION MUNICIPAL
2132774,2132774,2011,30132.4,30212,0,0.0,30132.4,300546,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2513814,2513814,2023,0.0,103804,103804,102860.6,0.0,300787,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2513814,2513814,2024,55544.72,55546,0,55546.0,55546.0,300787,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2459555,2459555,2019,51697.0,61983,0,61983.0,52738.0,301073,MUNICIPALIDAD DISTRITAL DE PACA,07,FONDO DE COMPENSACION MUNICIPAL
2459555,2459555,2019,14119.32,23482,0,22875.0,14119.32,301073,MUNICIPALIDAD DISTRITAL DE PACA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2459555,2459555,2020,14395.2,14500,0,14500.0,14395.2,301073,MUNICIPALIDAD DISTRITAL DE PACA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2459555,2459555,2021,3304.0,3304,0,3304.0,3304.0,301073,MUNICIPALIDAD DISTRITAL DE PACA,09,RECURSOS DIRECTAMENTE RECAUDADOS
2459555,2459555,2021,2500.0,2500,0,2500.0,2500.0,301073,MUNICIPALIDAD DISTRITAL DE PACA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2552669,2552669,2022,37418.2,58211,0,58210.35,37418.2,300484,MUNICIPALIDAD DISTRITAL DE CHIPAO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2645720,2645720,2024,38640.0,45613,0,38640.0,38640.0,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,00,RECURSOS ORDINARIOS
2645720,2645720,2024,0.0,589,0,0.0,0.0,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,09,RECURSOS DIRECTAMENTE RECAUDADOS
2645720,2645720,2025,117362.35,117364,0,117362.35,117362.35,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,09,RECURSOS DIRECTAMENTE RECAUDADOS
2645720,2645720,2025,860313.71,973843,0,874921.72,867413.72,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2645720,2645720,2026,56598.66,163000,0,160564.71,159181.16,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,09,RECURSOS DIRECTAMENTE RECAUDADOS
2645720,2645720,2026,212129.87,462800,0,336324.37,314747.87,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2186605,2186605,2013,11000.0,11000,0,11000.0,11000.0,301810,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2186605,2186605,2014,665612.41,665613,0,665612.41,665612.41,301810,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2483285,2483285,2020,0.0,287554,0,0.0,0.0,301291,MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,07,FONDO DE COMPENSACION MUNICIPAL
2508568,2508568,2021,30000.0,30000,0,30000.0,30000.0,301047,MUNICIPALIDAD DISTRITAL DE PERENE,09,RECURSOS DIRECTAMENTE RECAUDADOS
2508568,2508568,2023,685631.16,691452,681919,691451.16,686431.16,301047,MUNICIPALIDAD DISTRITAL DE PERENE,07,FONDO DE COMPENSACION MUNICIPAL
2508568,2508568,2023,5320.0,5320,0,5320.0,5320.0,301047,MUNICIPALIDAD DISTRITAL DE PERENE,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2096327,2096327,2009,6248.22,6250,0,0.0,6248.22,301230,MUNICIPALIDAD DISTRITAL DE PUCALA,00,RECURSOS ORDINARIOS
2096327,2096327,2009,1351.0,1351,0,0.0,1351.0,301230,MUNICIPALIDAD DISTRITAL DE PUCALA,07,FONDO DE COMPENSACION MUNICIPAL
2333071,2333071,2016,0.0,30800,0,0.0,0.0,301133,MUNICIPALIDAD DISTRITAL DE MOCHE,07,FONDO DE COMPENSACION MUNICIPAL
2333071,2333071,2017,25610.0,30800,0,30800.0,25610.0,301133,MUNICIPALIDAD DISTRITAL DE MOCHE,07,FONDO DE COMPENSACION MUNICIPAL
2713712,2713712,2025,42800.0,42800,0,42800.0,42800.0,301440,MUNICIPALIDAD DISTRITAL DE MANSERICHE,07,FONDO DE COMPENSACION MUNICIPAL
2457931,2457931,2019,26000.0,26000,0,26000.0,26000.0,300151,MUNICIPALIDAD DISTRITAL DE ANRA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2457931,2457931,2020,323666.3,325467,0,325466.3,325466.3,300151,MUNICIPALIDAD DISTRITAL DE ANRA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2457931,2457931,2021,3984.06,3985,0,3984.06,3984.06,300151,MUNICIPALIDAD DISTRITAL DE ANRA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2502134,2502134,2023,0.0,730000,0,730000.0,0.0,777,REGION CAJAMARCA-CUTERVO,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2502134,2502134,2024,443475.0,443475,0,443475.0,443475.0,777,REGION CAJAMARCA-CUTERVO,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2502134,2502134,2025,213525.0,213525,0,213525.0,213525.0,777,REGION CAJAMARCA-CUTERVO,15,FONDO DE COMPENSACION REGIONAL - FONCOR
2703429,2703429,2025,46750.0,590208,0,560369.25,257183.62,301705,MUNICIPALIDAD DISTRITAL DE SORITOR,07,FONDO DE COMPENSACION MUNICIPAL
2703429,2703429,2026,71953.38,1139030,0,647613.62,290083.62,301705,MUNICIPALIDAD DISTRITAL DE SORITOR,07,FONDO DE COMPENSACION MUNICIPAL
2716925,2716925,2026,0.0,43000,0,0.0,0.0,301435,MUNICIPALIDAD DISTRITAL DE BALSAPUERTO,07,FONDO DE COMPENSACION MUNICIPAL
2077176,2077176,2011,91722.8,92829,0,0.0,91722.8,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI,07,FONDO DE COMPENSACION MUNICIPAL
2077176,2077176,2011,14352.5,14998,0,0.0,14352.5,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2190684,2190684,2014,10800.0,10800,0,10800.0,10800.0,300985,MUNICIPALIDAD PROVINCIAL DE NAZCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2190684,2190684,2015,347976.0,407449,0,347976.0,347976.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2190684,2190684,2016,0.0,114500,70000,0.0,0.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2190684,2190684,2017,518986.6,539970,0,518986.6,518986.6,300985,MUNICIPALIDAD PROVINCIAL DE NASCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2190684,2190684,2018,0.0,20983,0,0.0,0.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2531249,2531249,2021,0.0,273687,0,273687.0,0.0,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO
2531249,2531249,2022,3939512.89,5278490,0,5278490.0,5278490.0,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO
2531249,2531249,2023,1337491.98,1338975,30000,1338974.55,1338974.55,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,00,RECURSOS ORDINARIOS
2531249,2531249,2024,30003.0,30003,30003,30003.0,30003.0,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,00,RECURSOS ORDINARIOS
2531249,2531249,2024,314489.04,314490,0,314489.04,314489.04,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2185145,2185145,2013,42395.0,45652,0,42395.0,42395.0,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION,07,FONDO DE COMPENSACION MUNICIPAL
2185145,2185145,2013,282078.23,393695,0,282078.23,282078.23,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2185145,2185145,2014,102270.97,114883,0,106600.58,102270.97,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION,07,FONDO DE COMPENSACION MUNICIPAL
2185145,2185145,2014,153326.2,167407,0,164197.0,153326.2,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2147126,2147126,2011,36088.1,1307931,0,0.0,36088.1,301787,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2147126,2147126,2012,970157.44,1282957,0,1097280.81,1097280.81,301787,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2569808,2569808,2023,543460.36,723985,0,611340.46,578795.44,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2569808,2569808,2024,2683631.8,2694268,0,2694267.69,2683631.8,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2569808,2569808,2025,1576266.98,1576269,2685263,1576266.98,1576266.98,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2569808,2569808,2026,156534.41,250000,800000,162734.41,162734.41,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2268799,2268799,2017,12881.0,12881,0,12881.0,12881.0,301261,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,07,FONDO DE COMPENSACION MUNICIPAL
2708377,2708377,2025,178247.51,178352,0,178351.51,178247.51,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION,07,FONDO DE COMPENSACION MUNICIPAL
2701241,2701241,2025,0.0,44766,0,44766.0,0.0,301434,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2701241,2701241,2026,40000.0,447650,0,447650.0,417600.0,301434,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS,07,FONDO DE COMPENSACION MUNICIPAL
2205798,2205798,2014,11000.0,11000,0,11000.0,11000.0,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,07,FONDO DE COMPENSACION MUNICIPAL
2205798,2205798,2014,193345.46,285409,0,253780.35,253130.33,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,13,DONACIONES Y TRANSFERENCIAS
2205798,2205798,2015,38674.43,38722,0,38719.68,38674.43,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,13,DONACIONES Y TRANSFERENCIAS
2205798,2205798,2016,4050.0,57439,0,4050.0,4050.0,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,13,DONACIONES Y TRANSFERENCIAS
2268151,2268151,2015,32610.48,55000,0,55000.0,32610.48,804,REGION HUANUCO-SEDE CENTRAL,00,RECURSOS ORDINARIOS
2268151,2268151,2016,39781.24,40000,0,40000.0,39781.24,804,REGION HUANUCO-SEDE CENTRAL,00,RECURSOS ORDINARIOS
2481240,2481240,2020,25000.0,25773,0,25000.0,25000.0,301717,MUNICIPALIDAD DISTRITAL DE SHATOJA,00,RECURSOS ORDINARIOS
2624701,2624701,2024,39200.0,39200,0,39200.0,39200.0,301097,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2624701,2624701,2025,1004467.15,1102885,0,1080826.68,1080826.68,301097,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,07,FONDO DE COMPENSACION MUNICIPAL
2624701,2624701,2025,37293.75,42500,0,42500.0,42500.0,301097,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2118281,2118281,2010,102399.52,119907,0,0.0,102399.52,300440,MUNICIPALIDAD PROVINCIAL DE HUAMANGA,07,FONDO DE COMPENSACION MUNICIPAL
2036194,2036194,2007,1000.0,1000,0,0.0,1000.0,300331,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,07,FONDO DE COMPENSACION MUNICIPAL
2153326,2153326,2012,0.0,10000,0,0.0,0.0,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA,18,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES"
2153326,2153326,2013,10000.0,10569,0,10000.0,10000.0,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA,07,FONDO DE COMPENSACION MUNICIPAL
2153326,2153326,2013,21559.0,21559,0,21559.0,21559.0,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA,09,RECURSOS DIRECTAMENTE RECAUDADOS
