investment_code,CODIGO_UNICO,DES_UNIDAD_UEI,COSTO_ACTUALIZADO,MTO_VIABLE,NOMBRE_INVERSION,FECHA_ULT_ACT_F12B,FEC_VIABLE,FEC_REG_ET,FEC_APROB_ET,FEC_SEC_C,TIPO_FORMATO,MTO_ULT_ET,MTO_ET_SNIP,MTO_PMI_1,MTO_PMI_2,MTO_PMI_3,MTO_LAUDO,MTO_CartFza,NOMBRE_OPMI,ESTADO,RUTA_FOTO,RUTA_FOTO_2,PER_FOTO,PER_FOTO_2,ULT_ESTADO_SITUACIONAL,FOTO_SITUAC,ULT_PROBLEMA,ET_REGISTRADO,CIERRE_REGISTRADO,FEC_INI_EJ,FEC_FIN_EJ,MODAL_EJEC,PORC_AVANCE_FIS,PORC_AVANCE_EJEC,FEC_DECLARA_ESTIM,SITUACION,IND_EJECFIS,PROB_ET_1,TIP_F12B,IND_PARALIZADA
2480722,2480722,MUNICIPALIDAD DISTRITAL DE ACRAQUIA,356126.4,353076.47,MEJORAMIENTO DEL  SISTEMA DE RIEGO EN EL ANEXO UNION PROGRESO (PUSQUI) DEL DISTRITO DE ACRAQUIA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA,2022-04-06 05:00:00,2020-02-09 12:45:25,,2020-05-14 05:00:00,,PROYECTO DE INVERSION,356126.4,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ACRAQUIA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[12/04/2021] EL VANCE DE LA EJECUCION DE LA INVERSION ES DE 98.6%,  CON UN AVANCE FISICO DEL 100%, Y LA LIQUIDACION FISICA FINANCIERA SE ENCUENTRA EN ELABORACION",, ,SI,"Sí, en proceso de liquidación",01/09/2020 00:00:00,29/11/2020 00:00:00,ADMINISTRACIÓN DIRECTA,100.0,98.6,06/04/2022,VIABLE,NO, ,1,NO
2335614,2335614,UEI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,1916669.09,2016714.0,"MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LOS BARRIOS MIRAFLORES Y LOS ROSALES EN LA LOCALIDAD DE CAMBAYA, DISTRITO DE ILABAYA - JORGE BASADRE - TACNA",2026-01-21 05:00:00,2017-01-06 05:00:00,2017-10-02 22:57:51,2017-10-02 05:00:00,2025-09-05 05:00:00,PROYECTO DE INVERSION,1913167.43,1913167.43,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ILABAYA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=af1f15ad-205e-42ec-a9ee-475badd1b431.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=52a0bd14-b7d4-4535-a2c3-e3e3c6f9d082.jpg,2021-10,2021-11,[21/01/2026]  - Otras situaciones (detalle en campo adicional) <br>OBRA CULMINADA AL 98.8%,,[21/01/2026]  - Sin restricciones relevantes para la ejecución <br>SIN RESTRICCIONES,SI,NO,04/12/2019 15:00:00,30/11/2021 00:00:00,ADMINISTRACIÓN DIRECTA,99.39,95.78,16/01/2024,VIABLE,NO,[21/01/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>LEVANTAR OBSERVACIONES DEL INFORME FINAL PARA PROCEDER A SU LIQUIDACIÓN Y CIERRE,1,NO
2709662,2709662,UEI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,553078.9,553078.9,CREACION DEL SERVICIO DE ACCESIBILIDAD A LA ADQUISICIÓN DE PRODUCTOS DE PRIMERA NECESIDAD EN ESPACIO DE ESPARCIMIENTO COMERCIAL  DE CENTRO POBLADO QUIQUIRA DISTRITO DE ALTO INAMBARI DE LA PROVINCIA DE SANDIA DEL DEPARTAMENTO DE PUNO,2026-01-13 05:00:00,2025-11-04 22:53:06,,,,PROYECTO DE INVERSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ALTO INAMBARI,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[13/01/2026] PREPARACION PARA ELABORACION DE EXPEDIENTE TECNICO,,[13/01/2026] NINGUNA,NO,NO,,,ADMINISTRACIÓN DIRECTA,0.0,0.0,,VIABLE,SI,[13/01/2026] NINGUNA,2,NO
2508582,2508582,UEI DE LA MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,4585230.74,4585230.74,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO EN LAS I.E ¿MARIANO MELGAR¿ ¿ CHIM CHIM CHUQUIPUQUIO Y LA I.E. N° 821540 -LA
ESPERANZA,  DISTRITO DE LOS BAÑOS DEL INCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA",2026-02-24 05:00:00,2020-12-29 17:20:12,,,,PROYECTO DE INVERSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[24/02/2026] se esta realizando los actos preparatorios para la elaboracion del expediente tecnico,,[24/02/2026] se busca la disponibilidad presupuestal para la elaboracion del expediente tecnico,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI,[24/02/2026] aprobacion del expediente para su ejecucion,2,NO
2610614,2610614,UEI DE LA MUNICIPALIDAD DISTRITAL DE JESUS MARIA,3567225.48,3601842.94,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AV. JOSÉ MARÍA PLAZA CDRA 1-4, AV. HORACIO URTEAGA CDRA 11-13, JR. HUÁSCAR CDRA 11 -12, JR. HUIRACOCHA CDRA 12, AV.6 DE AGOSTO CDRA 7-12, JRS. LOCALES INTERNOS DE LOS SECTORES 3A Y 3C   DISTRITO DE JESUS MARIA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",2026-04-07 05:00:00,2023-09-06 21:38:48,,2024-02-29 05:00:00,2025-12-31 05:00:00,PROYECTO DE INVERSION,4359648.14,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE JESUS MARIA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=284067e7-80d7-4720-8e28-208ab9cb6a07.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=2a9cfb68-616b-4927-b21c-86f1b3ee5a75.jpeg,2025-02,2024-12,[07/04/2026]  - Otras situaciones (detalle en campo adicional) <br>EN PROCESO DE CIERRE,,[07/04/2026]  - Otras restricciones (detalle en campo adicional) <br>nINGUNA RESTRICCION IDENTIFICADA,SI,"Sí, en proceso de liquidación",01/10/2024 00:00:00,19/02/2025 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",100.0,100.0,15/09/2025,VIABLE,SI,[07/04/2026]  - Registrar cierre de inversión  <br>CIERRE DEL PROYECTO.,2,NO
2651835,2651835,UEI DE LA MUNICIPALIDAD DISTRITAL DE CAPACHICA,687747.25,640359.52,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LA COMUNIDAD CAMPESINA DE SIALE DEL  DISTRITO DE CAPACHICA - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO,2026-02-24 05:00:00,2024-07-11 16:10:59,,2025-08-12 05:00:00,,PROYECTO DE INVERSION,687747.25,0.0,300000.0,387747.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CAPACHICA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[24/02/2026] a la fecha se encuentra en gestiones para su ejecucion,,[24/02/2026] no se registraron,SI,NO,01/05/2027 00:00:00,17/03/2028 00:00:00,ADMINISTRACIÓN DIRECTA,0.0,0.0,24/02/2026,VIABLE,SI,[24/02/2026] ejecucion por convenio,2,NO
2681252,2681252,UEI DE LA MUNICIPALIDAD DISTRITAL DE NAMORA,10615185.87,10678876.99,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ATENCIÓN DE SALUD BÁSICOS EN NAMORA   DISTRITO DE NAMORA DE LA PROVINCIA DE CAJAMARCA DEL DEPARTAMENTO DE CAJAMARCA,2026-03-05 05:00:00,2025-07-31 17:47:15,,,,PROYECTO DE INVERSION,10615185.87,0.0,200944.0,145258.0,145258.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE NAMORA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[05/03/2026]  - En Proceso de selección / contratación para la elaboración de ET/DE <br>En formulacion de requerimiento del expediente tecnico,,[05/03/2026]  - Limitación presupuestal / falta de financiamiento <br>falta de presupuesto,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI,[05/03/2026]  - Gestionar financiamiento / programación presupuestal <br>Gestion de presupuestos,2,NO
2689534,2689534,UEI DE LA MUNICIPALIDAD DISTRITAL DE CUTURAPI,1424995.44,1424995.44,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL PU-1295 (PUENTE SAN JUAN), TRAMO: EMP. PU-1323 (OLLARAYA) - PTA. CARRETERA, EN LA LOCALIDAD SAN JUAN DISTRITO DE CUTURAPI, PROVINCIA YUNGUYO, DEPARTAMENTO PUNO",2026-04-01 05:00:00,2025-04-08 16:57:50,,,,IOARR,1424995.44,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CUTURAPI,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[01/04/2026]  - En elaboración de Expediente técnico / Documento equivalente <br>EL PROYECTO DE INVERSION SE ENCUENTRA APROBADO Y ELABORACION DE EXPEDIENTE TECNICO EN BUSQUEDA DE FINANCIAMIENTO A TRAVES DE PROVIAS,,[01/04/2026]  - Limitación presupuestal / falta de financiamiento <br>BAJOS RECURSOS PRESUPUESTALES POR PARTE DE LA ENTIDAD,NO,NO,01/07/2026 00:00:00,30/09/2026 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",0.0,0.0,,APROBADO,SI,[01/04/2026]  - Gestionar financiamiento / programación presupuestal <br>BUSQUEDA DE FINANCIAMIENTO,2,NO
2547741,2547741,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,7176335.95,6668298.68,MEJORAMIENTO DEL SISTEMA DE RIEGO DEL CANAL BOMBA SAN FRANCISCO DEL C.P SAN FRANCISCO DEL DISTRITO DE QUERECOTILLO - PROVINCIA DE SULLANA - DEPARTAMENTO DE PIURA,2026-02-11 05:00:00,2022-04-11 04:36:49,,2023-12-26 05:00:00,2026-02-06 05:00:00,PROYECTO DE INVERSION,6668298.68,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SULLANA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[11/02/2026] ACTUALIZACION DE EXPEDIENTE TECNICO APROBADO CON RGM N° 037-2026.,,[11/02/2026] PRESUPUESTO LIMITADO,SI,NO,07/04/2026 00:00:00,03/10/2026 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.59,11/02/2026,VIABLE,NO,[11/02/2026] GESTIONAR FINANCIAMIENTO.,0,NO
2619442,2619442,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SAN PABLO,17747134.98,17747134.98,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO  VECINAL CRUCE EL BALCON-YAMINCHAD-CERRO BLANCO -LALAQUISH ALTO-LA TRANCA Y CENTRO POBLADO POLAN   DISTRITO DE SAN PABLO DE LA PROVINCIA DE SAN PABLO DEL DEPARTAMENTO DE CAJAMARCA,2026-03-13 05:00:00,2023-12-29 04:56:21,,,,PROYECTO DE INVERSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SAN PABLO,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[13/03/2026]  - En elaboración de Expediente técnico / Documento equivalente <br>FICHA TECNICA VIABLE Y EN ELABORACION DE EXPEDIENTE TECNICO DEFINITIVO - i TRIMESTRE / MARZO 2026,,[13/03/2026]  - Sin restricciones relevantes para la ejecución <br>NO SE DETERMINARON RESTRICCIONES,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI,[13/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>NO SE DETERMINARON ACCIONES,2,NO
2433564,2433564,UEI DE LA MUNICIPALIDAD PROVINCIAL DE LIMA-EMAPE,346727.71,305205.75,MEJORAMIENTO DE VIAS DE ACCESO PEATONAL EN EL AA.HH. JESUS DE NAZARET ZONAL 2 DEL DISTRITO DE COMAS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA,2022-03-11 05:00:00,2018-12-10 21:29:12,,2020-02-05 05:00:00,2025-09-12 05:00:00,PROYECTO DE INVERSION,325641.11,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE LIMA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=2fbef30a-6986-4c1b-a36e-f41598d89e14.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=ecd97dc3-ee99-4be9-9357-52cc09d1e3a4.jpg,2020-10,2020-09,[08/03/2021] LA OBRA SE ENCUENTRA EN PROCESO DE PRESENTACIÓN DE INFORME DE LIQUIDACIÓN.,, ,SI,"Sí, en proceso de liquidación",12/09/2020 00:00:00,11/04/2023 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",90.0,84.03,12/03/2021,VIABLE,NO, ,1,NO
2504206,2504206,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN MATEO,107319.48,107319.48,MEJORAMIENTO DEL SISTEMA DEL AGUA POTABLE EN LA LOCALIDAD DE COLLATA DEL DISTRITO DE SAN MATEO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,2021-09-30 05:00:00,2020-11-18 00:32:54,,2020-11-20 05:00:00,,PROYECTO DE INVERSION,107319.48,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN MATEO,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos., ,, ,SI,NO,27/11/2020 00:00:00,26/12/2020 00:00:00,ADMINISTRACIÓN DIRECTA,0.0,0.0,,VIABLE,NO, ,0,NO
2598839,2598839,UEI DE LA GOBIERNO REGIONAL AMAZONAS - SEDE CENTRAL,4162391.48,3101743.27,MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LOCAL COMUNAL CENTRO POBLADO SAN SALVADOR   DISTRITO DE SANTO TOMAS DE LA PROVINCIA DE LUYA DEL DEPARTAMENTO DE AMAZONAS,2026-03-09 05:00:00,2023-06-16 19:48:12,,2023-07-14 05:00:00,2024-11-29 05:00:00,PROYECTO DE INVERSION,3576778.87,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DEL GOBIERNO REGIONAL AMAZONAS,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=5786abec-595e-4aa1-b1b8-4982f611af2c.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=dd5c6a62-b54a-4412-9976-d10aa7ba9f7d.jpg,2024-05,2024-04,"[09/03/2026]  - En proceso de liquidación <br>LA OBRA SE ENCUENTRA FINALIZADA CON UN AVANCE REAL ACUMULADO DEL 98.33% (VALORIZACIÒN Nº08), CORRESPONDIENTE AL MES DE MAYO DE 2024. CUENTA CON ACTA DE RECEPCION DE FECHA 14/08/2024. CON LIQUIDACION DE CONTRATO DE OBRA (RGGR N°519-2024 G.R. AMAZONAS- 29/11/2024). CUENTA CON SALDO NETO A FAVOR DEL CONTRATISTA POR LA EJECUCIÓN DE LA OBRA POR EL MONTO DE S/ 102,208.00.",,[09/03/2026]  - Otras restricciones (detalle en campo adicional) <br>obra finalizada-recepcionada,SI,"Sí, en proceso de liquidación",17/10/2023 00:00:00,01/05/2024 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,100.0,97.59,09/03/2026,VIABLE,SI,[09/03/2026]  - Registrar cierre de inversión  <br>PENDIENTE LIQUIDACION TECNICA FINANCIERA/CIEERE,2,NO
2602332,2602332,UEI DE LA MUNICIPALIDAD DISTRITAL DE PALCA - TACNA,2590539.92,2013051.3,MEJORAMIENTO DEL SERVICIO DE ESPACIOS PÚBLICOS VERDES EN LOS PARQUES Y JARDINES DEL   DISTRITO DE PALCA DE LA PROVINCIA DE TACNA DEL DEPARTAMENTO DE TACNA,2025-12-12 05:00:00,2023-07-17 17:53:21,,2023-08-22 05:00:00,2025-08-29 05:00:00,PROYECTO DE INVERSION,2566543.48,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE PALCA - TACNA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=2730c226-d702-4d94-af12-d2bd060fc711.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=2b354c81-a307-4294-85a2-0549d4b66e94.jpg,2025-09,2025-08,[12/12/2025] SETIEMBRE 2025 : SE CULMINA CON LA EJECUCION DEL PROYECTO,,[12/12/2025] NO EXISTE PROBLEMAS EN SU EJECUCION SE VIENE DESARROLLANDO DE ACUERDO A LO PROGRAMADO,SI,NO,03/10/2023 00:00:00,01/01/2025 00:00:00,ADMINISTRACIÓN DIRECTA,60.16,62.79,21/01/2025,VIABLE,SI,[12/12/2025] LA INVERSIONES FINALIZA EN EL PRESENTE MES DE SETIEMBRE. UNA VEZ CONCLUIDA SE PROCEDERA A SU LIQUIDACION Y POSTERIOR CIERRE.,2,NO
2623066,2623066,UEI DE LA MUNICIPALIDAD DISTRITAL DE CORANI,9256818.14,9256818.14,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE URBANO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES PARA DISPOSICIÓN FINAL EN LA LOCALIDAD DE CORANI   DISTRITO DE CORANI DE LA PROVINCIA DE CARABAYA DEL DEPARTAMENTO DE PUNO,2025-02-12 05:00:00,2023-12-12 19:36:11,,,,PROYECTO DE INVERSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CORANI,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[12/02/2025] EL PROYECTO DE INVERSIÓN CON CUI Nº 2623066, FUE DECLARADO VIABLE EN FECHA 12.DIC.2023. ASIMISMO, EL PROYECTO NO ENTRARA EN EL CICLO DE INVERSIÓN DE EJECUCIÓN FÍSICA EN EL PRESENTE AÑO FISCAL",, ,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI, ,2,NO
2594822,2594822,UEI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,699816.09,563784.54,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL: R-13091812 (PUENTE PAYAMARCA)  DISTRITO DE HUAMACHUCO, PROVINCIA SANCHEZ CARRION, DEPARTAMENTO LA LIBERTAD",2025-12-04 05:00:00,2023-05-18 20:30:13,,2023-11-29 05:00:00,,IOARR,699816.09,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[04/12/2025]  - Inversión no continuará ejecución (en proceso de cierre) <br>NO SE ENCUENTRA PROGRAMADA EN LA PROGRAMACIÓN MULTIANUAL DE INVERSIONES,,[04/12/2025]  - Limitación presupuestal / falta de financiamiento <br>NO SE CUENTA CON PRESUPUESTO,SI,NO,15/01/2024 00:00:00,14/03/2024 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,APROBADO,SI,[04/12/2025]  - Otras acciones de gestión (detalle en campo adicional) <br>SE BUSCARÁ FINANCIAMIENTO,2,NO
2523347,2523347,UEI DE LA MUNICIPALIDAD DISTRITAL DE EL PORVENIR,334910.06,496361.75,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LA CALLE GABRIEL AGUILAR CUADRA 17 E INTERSECCION DE LAS CALLES JOSE CRESPO, GABRIEL AGUILAR, JOSE OLAYA Y JUAN CARBAJAL,  DISTRITO DE EL PORVENIR - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD",2024-10-09 05:00:00,2021-07-05 15:00:38,,2022-06-01 05:00:00,2023-08-28 05:00:00,PROYECTO DE INVERSION,354344.4,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE EL PORVENIR,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=7b1423e3-e0f9-455b-b545-4325d48c31be.JPG,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=b90ee8c4-9a89-4cfa-ac83-96056cead59e.jpg,2022-12,2022-11,"[09/10/2024] AL 09 DE OCTUBRE LA INVERSION SE CUENTA CON LIQUIDACION APROBADA MEDIANTE RGODU N° 056-2023-MDEP-GODU DE FECHA 28 DE AGOSTO DEÑ 2023. LA INVERSION PRESENTA SALDO PEDIENTE POR REAJUSTES DEL CONTRATO PRINCIPAL POR S/ 11,929.47",, ,SI,"Sí, en proceso de liquidación",27/09/2022 00:00:00,09/12/2022 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,100.0,92.83,26/12/2022,VIABLE,SI, ,2,NO
2537519,2537519,oficina general de administración,5542704.98,5510398.87,"ADQUISICION DE SWITCH; EN EL(LA) SOLUCIÓN DE RED Y ACESS POINT EN LA CONECTIVIDAD WI-FI DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES EN LA LOCALIDAD LIMA, DISTRITO DE LIMA, PROVINCIA LIMA, DEPARTAMENTO LIMA",2026-03-16 05:00:00,2021-12-13 22:00:20,,2022-05-25 05:00:00,2025-12-16 05:00:00,IOARR,5510398.87,0.0,36104.98,0.0,0.0,0.0,0.0,OPMI DEL MINISTERIO DE TRANSPORTES Y COMUNICACIONES,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[06/03/2026]  - Otras situaciones (detalle en campo adicional) <br>- con Informe N°007-2026-MTC/KPCU del 20 de febrero de 2026, quien suscribe, remite la información a las siguientes dependencias: Oficina General de Tecnología de la Información, a fin de continuar realicen una evaluación que permita determinar si la necesidad deba ser prioritaria para gestionar una modificación presupuestaria o demanda adicional acompañada de un sustento técnico o programarla para el siguiente año fiscal del CUI N° 2537519 de corresponder. 
- con Memorando N°0043-2026-MTC/10 de fecha 24 de febrero de 2026 (Hoja de ruta: I-470231-2025), la Oficina General de Administración informa sobre el estado situacional del CUI N° 2537519 a la Dirección de la Oficina de Infraestructura Te
- con fecha 05 de setiembre del 2025 con memorando n° 3151-2025-mtc/23 la oficina de general de tecnología de la información, remitó con INFORME N° 0544-2025-MTC/23.02 las especificaciones técnicas actualizdas de la ioarr CÓDIGO ÚNICO N° 2537519,  a la oficina general de administración con la finalidad que esta ultima pueda coordinar con abastecimiento a fin que se inicie la indagación de mercado. 
- en proceso de absolucion de consultas por parte del area tecnica estrategica (OGTI).",,"[06/03/2026]  - Otras restricciones (detalle en campo adicional) <br>- Atrasos en la ejecución, debido a la rotación frecuente del personal.

- Falta de recursos presupuestales .

- La necesidad no se encuentra incluida en el Cuadro Multianual de Necesidades 2026",SI,NO,09/09/2023 00:00:00,31/12/2024 00:00:00,"ADMINISTRACIÓN INDIRECTA - POR CONTRATA,ADMINISTRACIÓN DIRECTA",36.2,36.2,16/03/2026,APROBADO,SI,[06/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>- elaboración de informe de SOLICITUD PRESUPUESTAL.,2,NO
