investment_code,CODIGO_UNICO,DES_UNIDAD_UEI,COSTO_ACTUALIZADO,MTO_VIABLE,NOMBRE_INVERSION,FECHA_ULT_ACT_F12B,FEC_VIABLE,FEC_REG_ET,FEC_APROB_ET,FEC_SEC_C,TIPO_FORMATO,MTO_ULT_ET,MTO_ET_SNIP,MTO_PMI_1,MTO_PMI_2,MTO_PMI_3,MTO_LAUDO,MTO_CartFza,NOMBRE_OPMI,ESTADO,RUTA_FOTO,RUTA_FOTO_2,PER_FOTO,PER_FOTO_2,ULT_ESTADO_SITUACIONAL,FOTO_SITUAC,ULT_PROBLEMA,ET_REGISTRADO,CIERRE_REGISTRADO,FEC_INI_EJ,FEC_FIN_EJ,MODAL_EJEC,PORC_AVANCE_FIS,PORC_AVANCE_EJEC,FEC_DECLARA_ESTIM,SITUACION,IND_EJECFIS,PROB_ET_1,TIP_F12B,IND_PARALIZADA
2589727,2589727,UEI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,1476202.58,2126593.96,"MEJORAMIENTO DE LOS SERVICIOS BIBLIOTECARIOS EN LA BIBLIOTECA MUNICIPAL DE URCOS,   DISTRITO DE URCOS DE LA PROVINCIA DE QUISPICANCHI DEL DEPARTAMENTO DE CUSCO",2026-03-13 05:00:00,2023-04-19 00:10:20,,2023-12-28 05:00:00,2025-11-27 05:00:00,PROYECTO DE INVERSION,2119117.16,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE QUISPICANCHI,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=ee9d798f-920b-48a7-8066-1f705b6f19a8.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=a1a0496f-2739-46c9-a427-1453c8e8fb65.jpg,2025-12,2025-11,"[13/03/2026]  - En Proceso de selección / contratación para la elaboración de ET/DE <br>EL PRESENTE PROYECTO SE ENCUENTRA EN FASE DE EJECUCIÓN, se ha solicitado la inclusion de  items al cmn para el 2026.",,[13/03/2026]  - Demoras en trámites y gestión interna de la entidad <br>SE tienen demoras administrativas sustentadas generadas por retrasos en los procesos de adquisicion para bienes indispensables para la ejecucion del proyecto.,SI,NO,19/02/2024 00:00:00,15/12/2025 00:00:00,ADMINISTRACIÓN DIRECTA,72.81,67.56,09/02/2026,VIABLE,SI,[13/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>SE HA SOLICITADO el reinicion del proyecto.,2,NO
2632679,2632679,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PICOTA,427256.3,424856.66,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PRACTICA DEPORTIVA EN LA URBANIZACIÓN LA PRIMAVERA   DISTRITO DE PICOTA DE LA PROVINCIA DE PICOTA DEL DEPARTAMENTO DE SAN MARTIN,2026-03-10 05:00:00,2024-02-21 16:42:33,,2024-07-09 05:00:00,2024-07-09 05:00:00,PROYECTO DE INVERSION,424856.66,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE PICOTA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[10/03/2026]  - En elaboración de Expediente técnico / Documento equivalente <br>proyecto en proceso de elaboración de et para ser ejecutado por la entidad,,[10/03/2026]  - Otras restricciones (detalle en campo adicional) <br>proyecto en proceso de elaboración de et para ser ejecutado por la entidad,SI,NO,31/05/2026 00:00:00,31/08/2026 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",0.0,0.0,10/03/2026,VIABLE,SI,[10/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>proyecto en proceso de elaboración de et para ser ejecutado por la entidad,2,NO
2603415,2603415,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,141982.0,286390.65,"REPARACION DE ESTRUCTURA DE CAPTACION (BOCATOMA) Y CANAL DE CONDUCCION; EN EL(LA) SISTEMA DE RIEGO SANJAYRUMI YURACYACU  DISTRITO DE PAUCARBAMBA, PROVINCIA CHURCAMPA, DEPARTAMENTO HUANCAVELICA",2025-08-14 05:00:00,2023-07-18 15:55:15,,2024-04-09 05:00:00,2024-05-23 05:00:00,IOARR,141981.77,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DEL MINISTERIO DE AGRICULTURA - MINAG,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=c963b806-7f78-4d35-ae5c-9791e75648fb.jpg,No se encontraron fotos.,2024-12,No se encontraron fotos.,"[14/08/2025] IOARR CON EJECUCION FISICA CULMINADA Y RECEPCIONADA

ACTUALMENTE, LA LIQUIDACIÓN FINAL TÉCNICA Y FINANCIERA DEL PRESUPUESTO TRANSFERIDO AL NÚCLEO EJECUTOR RESPECTO DE LA IOARR, SE ENCUENTRA EN REVISION POR PARTE DE LA UNIDAD DE INFRAESTRUCTURA RURAL, DE ESTAR CONFORME, SE PROCEDERA CON SU APROBACION MEDIANTE ACTO RESOLUTIVO",,[14/08/2025] DEMORA EN LA PRESENTACION DE LA LIQUIDACION TÉCNICA Y FINANCIERA DEL PRESUPUESTO TRANSFERIDO AL NÚCLEO EJECUTOR,SI,NO,15/10/2024 00:00:00,15/11/2024 00:00:00,"ADMINISTRACIÓN INDIRECTA - POR CONTRATA,ADMINISTRACIÓN INDIRECTA - NÚCLEO EJECUTOR",100.0,79.91,14/08/2025,APROBADO,SI,"[14/08/2025] DE CONTAR CON LA APROBACION DEL INFORME TECNICO FINANCIERO, CORRESPONDERIA LA APROBACION DE LA LIQUIDACION MEDIANTE ACTO RESOLUTIVO.",2,NO
2607046,2607046,UEI DE LA MUNICIPALIDAD DISTRITAL DE COVIRIALI,876572.8,870955.31,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL ANEXO DE PALESTINA BAJA   DISTRITO DE COVIRIALI DE LA PROVINCIA DE SATIPO DEL DEPARTAMENTO DE JUNIN,2024-03-11 05:00:00,2023-08-08 14:52:23,,2023-10-26 05:00:00,,PROYECTO DE INVERSION,876572.8,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE COVIRIALI,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[11/03/2024] EXPEDIENTE TECNICO APROBADO DE FECHA 26/10/2023 CON RESOLUCION GERENCIAL N 351-2023- GM/MDC, EL CUAL SE BUSCA FINANCIAMIENTO",, ,SI,NO,01/01/2024 00:00:00,31/03/2024 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,1.71,11/01/2024,VIABLE,NO, ,0,NO
2386567,2386567,"UEI DE LA EMPRESA REGIONAL DE SERVICIO PÚBLICO DE
ELECTRICIDAD DEL ORIENTE S.A. - ELECTRO
ORIENTE S.A.",34996873.41,16794972.43,"CREACION DE LA SUBESTACION PICOTA EN EL TRAMO LT 138 KV BELLAVISTA-PICOTA, DISTRITO PICOTA, PROVINCIA PICOTA, REGION SAN MARTIN",2026-03-26 05:00:00,2017-09-27 23:02:57,,2022-07-22 05:00:00,2024-09-26 05:00:00,PROYECTO DE INVERSION,28531778.67,0.0,0.0,0.0,0.0,0.0,0.0,ORGANO ENCARGADO DE ELABORAR EL PMI DE LA EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD DEL ORIENTE S.A. - ELECTROORIENTE S.A.,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=1c8ff89a-6d5e-44fb-80c9-77fac3fea50b.jpeg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=745eed2d-3c9c-4ec1-be98-58634216623d.jpg,2026-01,2025-12,[26/03/2026]  - En ejecución de obra / adquisición de bienes y servicios <br>LA INVERSIÓN ACTUALMENTE SE ENCUENTRA EN EJECUCIÓN,,[26/03/2026]  - Sin restricciones relevantes para la ejecución <br>NINGUNO_ EN EJECUCIÓN,SI,NO,22/10/2025 00:00:00,15/12/2026 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,26/03/2026,VIABLE,SI,[26/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>continuar con la ejecución DE LA  INVERSIÓN,2,NO
2551907,2551907,UEI DE LA MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA,116830.18,89418.64,"CREACION DE LA INFRAESTRUCTURA DE USO DE LA OFICINA DE REGISTRO CIVIL  DE LA MUNICIPALIDAD, PAUCARBAMBA DEL DISTRITO DE PAUCARBAMBA - PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA",2023-01-20 05:00:00,2022-05-22 19:51:07,,2022-08-31 05:00:00,,PROYECTO DE INVERSION,116830.18,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[18/01/2023] CUENTA CON EXPEDIENTE TECNICO APROBADO,, ,SI,NO,12/09/2022 00:00:00,12/12/2022 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",0.0,3.77,18/01/2023,VIABLE,NO, ,0,NO
2586825,2586825,UEI DE LA MUNICIPALIDAD DISTRITAL DE CAYLLOMA,5657261.09,3653667.3,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN SUB GERENCIA DE DESARROLLO ECONOMICO DEL   DISTRITO DE CAYLLOMA DE LA PROVINCIA DE CAYLLOMA DEL DEPARTAMENTO DE AREQUIPA,2026-02-12 05:00:00,2023-03-31 16:55:28,,2023-06-05 05:00:00,2024-06-03 05:00:00,PROYECTO DE INVERSION,4927059.41,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CAYLLOMA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=450affc8-495a-4368-a0d1-f980640314d6.jpg,No se encontraron fotos.,2023-12,No se encontraron fotos.,"[29/01/2026] Durante la intervención CON EL PROYECTO, se brindó recomendaciones a los productores sobre el manejo sanitario, alimentación, y la inmediata comunicación a la Sub Gerencia Desarrollo Económico Local ante la presencia de enfermedades o mortalidad de los animales.",,[29/01/2026] proyecto cumpliendo las metas fisicas en su ejecucion,SI,NO,05/06/2023 00:00:00,31/05/2026 00:00:00,ADMINISTRACIÓN DIRECTA,21.03,19.54,11/02/2026,VIABLE,SI,[29/01/2026] la ejecucion viene realizandose de acuerdo al expediente tecnico,2,NO
2493215,2493215,UEIMDNA DE LA MUNICIPALIDAD DISTRITAL DE COTAPARACO,6403768.06,2650021.13,"MEJORAMIENTO Y AMPLIACION DE LOS CANALES DE RIEGO EN LOS SECTORES DE KANKA RURAN ¿ CANCHA PACHAN, PANIRIRPA ¿ COCHKAK, KARAJANCHA ¿ JATUN SEQUIA, LLAMAPASHILLUM ¿ COCHAJIRCA, QUECHACAP ¿ ALLAHUARY, CARHUACRUZ ¿ AYAMACHE DEL  DISTRITO DE COTAPARACO - PROVINCIA DE RECUAY - DEPARTAMENTO DE ANCASH",2024-09-12 05:00:00,2020-07-22 21:49:33,,2025-12-29 05:00:00,2025-12-29 05:00:00,PROYECTO DE INVERSION,6229776.2,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE RECUAY,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[12/09/2024] EL PRESENTO PROYECTO DE INVERSIÓN SE ENCUENTRA EN GESTIÓN PARA SU FINANCIAMIENTO,, ,SI,NO,01/04/2026 00:00:00,24/11/2026 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI, ,2,NO
2576215,2576215,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,5574031.72,5574031.72,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 38642 INCA GARCILAZO DE LA VEGA  DE CENTRO POBLADO LA VEGA DISTRITO DE HUAMANGUILLA DE LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO,2024-11-12 05:00:00,2023-02-26 23:15:45,,,,PROYECTO DE INVERSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[12/11/2024] EL PROYECTO PARA ESTE AÑO TIENE UN PIM ASIGNADO PARA SU ELABORACIÓN DEL EXPEDIENTE TÉCNICO, ACTUALMENTE SE ENCUENTRA EN PROCESO DE CONTRATACIÓN DE UN CONSULTOR PARA SU ELABORACIÓN DE EXPEDIENTE TÉCNICO.",, ,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,SI, ,2,NO
2324087,2324087,UEI DE LA MUNICIPALIDAD DISTRITAL DE CARHUAMAYO 2021,1580467.83,1455388.0,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD PEATONAL EN EL JR. ARICA TRAMO AV. UNION - JR. PASCO EN LA LOCALIDAD DE CARHUAMAYO, DISTRITO DE CARHUAMAYO - JUNIN - JUNIN",2021-09-30 05:00:00,2016-09-23 05:00:00,,2018-11-26 05:00:00,2018-11-26 05:00:00,PROYECTO DE INVERSION,1580467.83,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CARHUAMAYO,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[16/01/2021] SE ESTA BUSCANDO FINANCIAMIENTO PARA EJECUTAR EL PROYECTO DEBIDO A QUE LA MUNICIPALIDAD NO CUENTA CON EL PRESUPUESTO NECESARIO,, ,SI,NO,01/09/2021 00:00:00,31/12/2021 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,100.0,100.0,19/01/2021,VIABLE,NO, ,0,NO
2538556,2538556,UE DE LA EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ELECTRICIDAD DEL SUR ESTE S.A.A. - ELECTRO SURESTE S.A.A.,7930606.34,8706901.5,"RENOVACION DE LINEA PRIMARIA; EN EL(LA) ALIMENTADOR PM08 DESDE ALEGRIA HASTA ALERTA POR INCREMENTO DE CARGA, DEL DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA Y DEL  DISTRITO DE TAHUAMANU, PROVINCIA TAHUAMANU, DEPARTAMENTO MADRE DE DIOS",2026-02-05 05:00:00,2023-06-14 16:58:08,,2023-06-28 05:00:00,2025-12-03 05:00:00,IOARR,8674501.5,0.0,0.0,0.0,0.0,0.0,0.0,ORGANO ENCARGADO DEL PMI DE LA EMPRESA REGIONAL DE SERVICIO PÚBLICO DEELECTRICIDAD DEL SUR ESTE S.A.A. - ELECTRO SURESTE S.A.A.,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=7f04dd18-e8f4-46da-b53b-addb3e3bf4b4.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=78d23c8b-058d-41ec-8524-2e45da7848b7.jpg,2024-09,2024-08,[03/02/2026] SE ENVIO CARTA NOTARIAL N°G-2843-2025 AL CONTRATISTA CON FINES DE REQUERIR EL CUMPLIMIENTO DE LA EJECUCION DE PARTIDAS,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=739a02e9-a7b7-4b44-a1f3-4a48e53b9ed9.pdf,[03/02/2026] EN PROCESO DE LIQUIDACION,SI,NO,01/12/2023 00:00:00,25/09/2024 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,92.06,92.07,05/02/2026,APROBADO,SI,[03/02/2026] EN PROCESO DE LIQUIDACION,2,NO
2687769,2687769,UEI DE LA MUNICIPALIDAD PROVINCIAL DE VIRU,561134.6,447958.82,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN POLIDEPORTIVO SECTOR WATANABE  DE CENTRO POBLADO CALIFORNIA DISTRITO DE VIRU DE LA PROVINCIA DE VIRU DEL DEPARTAMENTO DE LA LIBERTAD,2026-02-09 05:00:00,2025-06-04 22:28:59,,2025-11-26 05:00:00,2025-11-26 05:00:00,PROYECTO DE INVERSION,552812.01,0.0,170270.0,170270.0,170272.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE VIRU,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[09/02/2026] ESTA PENDIENTE PARA SU EJECUCION.,,[09/02/2026] NO PRESENTA.,SI,NO,01/06/2026 00:00:00,31/07/2026 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,09/02/2026,VIABLE,SI,[09/02/2026] NO PRESENTA.,2,NO
2606568,2606568,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO Y RURAL,2865892.75,2865892.75,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA ASOCIACIÓN SEÑOR DE LOS MILAGROS DEL   DISTRITO DE YARABAMBA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,2026-02-25 05:00:00,2023-08-11 20:49:15,,,,PROYECTO DE INVERSION,2865892.75,0.0,805008.0,1500000.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE YARABAMBA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[18/02/2026] ""*YA TIENE EXPEDIENTE TECNICO PRESENTADO.
*SERVICIO DE EVALUACION DE EXPEDIENTE SOLICITADO CON INFORME N° 590-2025-SAAN-AEP,  DEL 23 DE OCTUBRE DE 2025""",,[18/02/2026] NO SE IDENTIFICARON RESTRICCIONES O PROBLEMATICAS.,NO,NO,,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,NO,"[18/02/2026] NO CORRESPONDE, DEBIDO A QUE NO HAY PROBLEMATICAS.",0,NO
2656973,2656973,UEI DE LA MUNICIPALIDAD DISTRITAL DE SANTA ANITA,2238831.81,1743555.59,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE DEPORTIVO DE MONTERREY DE LA ASOCIACIÓN DE VIVIENDA MONTERREY   DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2026-03-25 05:00:00,2024-12-27 04:37:29,,2025-11-17 05:00:00,2026-01-21 05:00:00,PROYECTO DE INVERSION,2299501.52,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SANTA ANITA,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[25/03/2026]  - En ejecución de obra / adquisición de bienes y servicios <br>- se SOLICITARÁ la incorporacion al pmi, poi del proyecro para iniaciar la tercera face de inversion.
- se solicito el requerimiento para elaboracion de expediente tecnico.
- Se encuentra en la oficina de abastecimiento a fin de generar la orden de servicio.
- cuenta con orden de servicio n° 001078 con fecha 04 de marzo del 2025, plazo de ejecución 30 dias calendario
- se remitio a la gerencia de obras y desarrollo urbano para aprobacion del expediente tecnico mediante acto resolutivo.
- SE ENCUENTRA EN LA GERENCIA DE OBRAS Y DESARROLLO URBANO
- SE APROBO EXPEDIENTE TECNICO
- SE CONVOCO PROCESO DE SELECCION LP-ABR-18-2025-C/MDSA-1 PARA EJECUCIÓN DE OBRA
- se requirio consultoria de supervisión de obra
- PROYECTO EN EJECUCIÓN",,[25/03/2026]  - Sin restricciones relevantes para la ejecución <br>NO PRESENTA PROBLEMAS,SI,NO,14/02/2026 00:00:00,30/04/2026 00:00:00,"LEY DE CONTRATACIONES DEL ESTADO - BIENES Y SERVICIOS,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",0.0,1.88,25/03/2026,VIABLE,SI,[25/03/2026]  - Completar / actualizar registros en el Banco de Inversiones  <br>SEGUIMIENTO A LA EJECUCIÓN DE OBRA,2,NO
2593697,2593697,UEI DE LA MUNICIPALIDAD DISTRITAL DE ACORA,140013.6,143671.14,"REPARACION DE INFRAESTRUCTURA PARA ADMINISTRACION; EN EL(LA) SALON DE USOS MULTIPLES DE LAS LOCALIDADES DE JACHA HUINCHOCA Y YANAQUEAMAYA DEL  DISTRITO DE ACORA, PROVINCIA PUNO, DEPARTAMENTO PUNO",2024-02-21 05:00:00,2023-05-10 17:00:20,,2023-06-05 05:00:00,2023-06-05 05:00:00,IOARR,140013.6,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE ACORA,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=96c86578-573a-41e2-b575-a9d3daa5e751.jpg,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=2dd3931a-7551-4d53-81b3-2cb44d1a11ef.jpg,2023-08,2023-07,"[16/01/2024] A DICIEMBRE DEL 2023. LA OBRA SE ENCUENTRA ""CULMINADA"" CON AVANCE FÍSICO ACUMULADO AL 100% Y AVANCE FINANCIERO ACUMULADO DE S/. 78,930.15 (56.40%).
DICHO PROYECTO SE HA REALIZADO CON CONTRAPARTIDA CON LA POBLACION DE JACHA HUINCHOCA Y YANAQUEMAYA (APORTE DE MANO DE OBRA)",, ,SI,NO,14/06/2023 00:00:00,31/08/2023 00:00:00,ADMINISTRACIÓN DIRECTA,100.0,94.51,16/01/2024,APROBADO,SI, ,2,NO
2325007,2325007,UEI DE LA MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,2228774.22,2093442.0,"CREACION DE COMEDORES ESCOLARES EN LAS INSTITUCIONES EDUCATIVAS DEL NIVEL PRIMARIO, DISTRITO DE TINYAHUARCO - PASCO - PASCO",2022-02-25 05:00:00,2016-11-22 05:00:00,2017-08-20 21:20:45,2017-08-20 05:00:00,,PROYECTO DE INVERSION,2228774.22,2228774.22,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE TINYAHUARCO,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[25/02/2022] EL PROYECTO FUE EJECUTADO DESDE EL 17 DE DICIEMBRE DEL 2017 AL 28 DE FEBRERO DEL 2018, TENIENDO LA RESOLUCION DE GERENCIA MUNICIPAL NRO 052-2018-GM/MDFT DE FECHA 20 DE JUNIO DEL 2018, QUE APRUEBA LA LIQUIDACION TECNICA  FINANCIERA DE EJECUCION DE OBRA DE LA PRIMERA ETAPA.",, ,SI,NO,,,ADMINISTRACION INDIRECTA - POR CONTRATA,0.0,0.0,,VIABLE,NO, ,0,NO
2593439,2593439,UEI DE LA MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2747664.58,2857786.97,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AVENIDA 1 TRAMO: AVENIDA ARENERA HASTA LA AVENIDA AVIACION DEL DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,2026-04-07 05:00:00,2023-05-09 01:02:49,,2024-10-16 05:00:00,,PROYECTO DE INVERSION,2747664.58,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,[07/04/2026]  - Otras situaciones (detalle en campo adicional) <br>fecha de viabilidad: 08/05/2023 - EXPEDIENTE TECNICO APROBADO MEDIANTE RESOLUCION GERENCIAL N° 180-2024-MDNCH-GEIN DE FECHA 16/10/2024 - ESTA PARA RETORNO DEL EXPEDIENTE TECNICO A LA SUB GERENCIA DE ESTUDIOS Y PROYECTOS PARA SU ACTUALIZACION.,,[07/04/2026]  - Sin restricciones relevantes para la ejecución <br>NO EXISTE NINGUN ROBLEMA O RESTRICCION EN LA INVERSION.,SI,NO,01/09/2026 00:00:00,30/11/2026 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,0.0,1.42,07/04/2026,VIABLE,NO,[07/04/2026]  - Culminar reformulación / actualización de estudios <br>ACTUALIZACION DE VALOR REFERENCIAL EN EXPEDIENTE TECNICO,0,NO
2540380,2540380,UEI DE LA MUNICIPALIDAD DISTRITAL DE MI PERU,1106302.18,1217808.24,"CREACION DE LOS SERVICIOS DE ESPACIOS PÚBLICOS: PARQUE Y LOSA DEPORTIVA, EN LAS MZ B1 Y A1, DEL AA.HH. LAS COLINAS,  DISTRITO DE MI PERU - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO",2026-03-13 05:00:00,2022-02-04 16:39:41,,2025-06-30 05:00:00,2025-10-10 05:00:00,PROYECTO DE INVERSION,1106802.19,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD DISTRITAL DE MI PERU,ACTIVO,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=79a53cf2-7c63-45a3-85fa-02dbfeddf5a6.png,https://ofi5.mef.gob.pe/invierte/general/downloadArchivoPublico?idArchivo=f89ca527-734a-4b43-8825-7b2318884e9b.png,2026-02,2026-01,"[13/03/2026]  - Otras situaciones (detalle en campo adicional) <br>con fecha 13/11/2025 inició la ejecución de obra, y mediante el asiento de obra N°208 de fecha 28/02/2026 se culmino la ejecucion de la obra.
(13/03/2026)",,[13/03/2026]  - Sin restricciones relevantes para la ejecución <br>NO SE IDENTIFICARON PROBLEMAS O RESTRICCIONES PARA LA EJECUCIÓN,SI,NO,13/11/2025 00:00:00,28/02/2026 00:00:00,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",0.0,0.0,20/02/2026,VIABLE,SI,[13/03/2026]  - Otras acciones de gestión (detalle en campo adicional) <br>Recepción DE OBRA.,2,NO
2518188,2518188,UEI DE LA MUNICIPALIDAD PROVINCIAL DE HUARI,1208306.0,563608.0,"CONSTRUCCION DE LÍNEA DE CONDUCCIÓN; EN EL(LA) SERVICIO DE AGUA POTABLE DEL CENTRO POBLADO DE AMPAS DEL  DISTRITO DE HUARI, PROVINCIA HUARI, DEPARTAMENTO ANCASH",2026-02-02 05:00:00,2021-05-04 14:43:31,,2021-10-21 05:00:00,2022-09-16 05:00:00,IOARR,1098530.34,0.0,0.0,0.0,0.0,0.0,0.0,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE HUARI,ACTIVO,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,No se encontraron fotos.,"[02/02/2026] avance fisico ejecutado:

valorizacion n°1 (diCiembre 2022); 55.93%
valorizacion n°2 (enero 2023); 22.50%


avanse fisíco acumulado (enero 2023); 78.43 %

situacion:
la obra se encuentra CULMINADO.",,[02/02/2026] .,SI,NO,02/12/2022 00:00:00,28/02/2023 00:00:00,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,78.43,79.18,03/04/2023,APROBADO,SI,[02/02/2026] .,2,SI
