investment_code,COD_UNICO,VAL_CIERRE_BRECHA_F9,FEC_CREA,IND_CIE_BRE,DES_BRECHA,DES_UM,ID_UM,EST_CIE_BRE,NUM_DIAS_REST,DES_GLOSA_REST
2304530,2304530,10366.0,2026-02-10 20:10:53,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A SERVICIOS DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS,PERSONAS,100,Solicitado,0,
2521427,2521427,1.0,,En Programación,PORCENTAJE DE CEMENTERIOS CON CAPACIDAD INSTALADA INADECUADA,CEMENTERIO,289,,0,
2691894,2691894,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2317465,2317465,235.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2490846,2490846,2000.0,,En Programación,PORCENTAJE DE UNIDADES DE SERENAZGO MUNICIPAL QUE OPERAN EN CONDICIONES INADECUADAS,UNIDAD DE SERENAZGO MUNICIPAL,276,,0,
2716220,2716220,40.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN PRIMARIA EN CONDICIONES INADECUADAS,INSTALACIÓN EDUCATIVA,327,,0,
2537352,2537352,6.69,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2545096,2545096,1.0,,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS Y /O RECREATIVAS EN CONDICIONES INADECUADAS,INSTALACIONES DEPORTIVAS Y/O RECREATIVAS,269,,0,
2319115,2319115,13.65,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2429930,2429930,100.0,,En Cierre,PORCENTAJE DE VIVIENDAS EN EL ÁMBITO URBANO SIN ACCESO AL SERVICIO DE ENERGÍA ELÉCTRICA,VIVIENDAS ATENDIDAS/AÑO,242,,-1004,En 15 días se vencerá el plazo para registrar la Sección C del Formato N° 09.
2467050,2467050,5.42,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
2653218,2653218,500.0,,En Programación,PORCENTAJE DE PRODUCTORES AGROPECUARIOS SIN SERVICIO DE ASISTENCIA TÉCNICA,PRODUCTORES ASISTIDOS,195,,0,
2589602,2589602,1.0,,En Programación,PORCENTAJE DE CENTROS MAC (MEJOR ATENCIÓN AL CIUDADANO) CON CAPACIDAD OPERATIVA INADECUADA,CENTROS MAC,236,,0,
2645673,2645673,231.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS,PERSONAS,100,,0,
2623733,2623733,1.0,,En Programación,PORCENTAJE DE SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES CON CAPACIDAD OPERATIVA INADECUADA,SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES,181,,0,
2611340,2611340,29519.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2313144,2313144,1000.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2619096,2619096,8.0,,En Programación,PORCENTAJE DE CENTROS DE PROMOCIÓN Y VIGILANCIA COMUNAL POR IMPLEMENTAR,CENTRO DE PROMOCIÓN Y VIGILANCIA COMUNAL,317,,0,
2325712,2325712,1.0,,En Programación,PORCENTAJE DE INSTALACIONES EDUCATIVAS QUE BRINDAN EL SERVICIO DE EDUCACIÓN SUPERIOR PEDAGÓGICA EN CONDICIONES INADECUADAS,LOCAL EDUCATIVO,188,,0,
2451089,2451089,2.0,,En Programación,PORCENTAJE DE SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES CON CAPACIDAD OPERATIVA INADECUADA,SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES,181,,0,
2526974,2526974,1.0,2026-02-20 16:15:58,En Programación,PORCENTAJE DE INSTALACIONES DEPORTIVAS QUE BRINDAN EL SERVICIO DEPORTIVO DE COMPETENCIA EN CONDICIONES INADECUADAS,INSTALACIÓN DEPORTIVA,156,Validado,0,
2650163,2650163,3200.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2522233,2522233,705.0,,En Programación,PORCENTAJE DE LA POBLACIÓN RURAL SIN ACCESO AL SERVICIO DE AGUA POTABLE MEDIANTE RED PÚBLICA O PILETA PÚBLICA,PERSONAS,100,,0,
2233757,2233757,100.0,,En Programación,PORCENTAJE DE SUPERFICIE AGRÍCOLA SIN RIEGO,HA,17,,0,
2714613,2714613,80.0,,En Programación,PORCENTAJE DE LA POBLACIÓN URBANA SIN ACCESO A LOS SERVICIOS DE MOVILIDAD URBANA A TRAVÉS DE VÍAS URBANAS,PERSONAS,100,,0,
2624489,2624489,100.0,,En Programación,PORCENTAJE DE SISTEMAS DE RIEGO QUE OPERAN EN CONDICIONES INADECUADAS,SISTEMA DE RIEGO,281,,0,
2482670,2482670,1.0,,En Programación,PORCENTAJE DE ESTABLECIMIENTOS DE SALUD DEL PRIMER NIVEL DE ATENCIÓN CON CAPACIDAD INSTALADA INADECUADA,ESTABLECIMIENTO DE SALUD,174,,0,
2498232,2498232,200.0,,En Programación,PORCENTAJE DE M2 DE ESPACIOS PÚBLICOS PARA EL ESPARCIMIENTO Y RECREACIÓN EN ZONAS URBANAS POR IMPLEMENTAR,M2,15,,0,
2706887,2706887,0.015,,En Programación,PORCENTAJE DE LA RED VIAL VECINAL EN CONDICIONES INADECUADAS,KM,13,,0,
