investment_code,CODIGO_UNICO,NUM_ANIO,MTO_DEVEN,MTO_PIM,MTO_PIA,MTO_CERT,MTO_COMPROM,SEC_EJEC,DES_UEP
2393130,2393130,2020,3814707.32,3991219,0,3966806.81,3861988.72,813,REGION ICA-SEDE CENTRAL
2393130,2393130,2021,657234.82,657236,0,657236.0,657235.06,813,REGION ICA-SEDE CENTRAL
2423812,2423812,2018,171839.3,210000,0,206500.0,171839.3,301634,MUNICIPALIDAD DISTRITAL DE DESAGUADERO
2332327,2332327,2016,31000.0,31000,0,31000.0,31000.0,301426,MUNICIPALIDAD DISTRITAL DE LAS AMAZONAS
2288190,2288190,2015,378791.05,378793,0,378791.05,378791.05,300611,MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO
2288190,2288190,2017,0.0,300000,0,0.0,0.0,300611,MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO
2288190,2288190,2018,0.0,679,0,0.0,0.0,300611,MUNICIPALIDAD DISTRITAL DE QUEROCOTILLO
2517100,2517100,2021,10554.0,35185,0,35180.0,35180.0,804,REGION HUANUCO-SEDE CENTRAL
2452682,2452682,2019,0.0,33000,0,33000.0,33000.0,300868,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
2452682,2452682,2020,0.0,33000,0,33000.0,33000.0,300868,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
2452682,2452682,2021,0.0,0,2860710,0.0,0.0,79,MINISTERIO DE EDUCACION-SEDE CENTRAL
2452682,2452682,2021,33000.0,33000,0,33000.0,33000.0,300868,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
2452682,2452682,2023,43200.0,216000,0,216000.0,216000.0,300868,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
2452682,2452682,2024,0.0,172800,400000,172800.0,172800.0,300868,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
2588741,2588741,2023,95549.98,95550,0,95550.0,95549.98,300950,MUNICIPALIDAD DISTRITAL DE RONDOS
2588741,2588741,2024,25000.0,238244,328281,53000.0,25000.0,300950,MUNICIPALIDAD DISTRITAL DE RONDOS
2588741,2588741,2025,750905.67,754268,534497,750931.67,750931.67,300950,MUNICIPALIDAD DISTRITAL DE RONDOS
2024482,2024482,2007,92651.84,92652,0,0.0,92651.84,301816,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO
2024482,2024482,2009,0.0,22000,0,0.0,0.0,301816,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO
2024482,2024482,2010,0.0,22000,0,0.0,0.0,301816,MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO
2627291,2627291,2024,0.0,39500,0,0.0,0.0,301050,MUNICIPALIDAD DISTRITAL DE SAN RAMON
2520366,2520366,2021,32221.89,86000,0,86000.0,67318.25,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2520366,2520366,2022,2505323.12,2887597,0,2887596.8,2515108.62,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2520366,2520366,2023,2526881.8,2980940,34702,2966931.63,2857767.12,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2520366,2520366,2024,1649004.19,1972542,45000,1758922.51,1679143.7,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2520366,2520366,2025,2165285.99,2278676,50000,2217321.05,2212115.63,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2520366,2520366,2026,117795.04,368521,60408,321885.0,321884.5,301486,MUNICIPALIDAD DISTRITAL DE TORATA
2292641,2292641,2017,160519.37,183055,0,182069.83,160519.37,301266,MUNICIPALIDAD DISTRITAL DE LOS OLIVOS
2292641,2292641,2018,22535.23,22536,0,22535.23,22535.23,301266,MUNICIPALIDAD DISTRITAL DE LOS OLIVOS
2468986,2468986,2022,245847.3,310050,0,309950.0,309950.0,301551,MUNICIPALIDAD DISTRITAL DE HUARMACA
2468986,2468986,2023,0.0,54158,0,54158.0,0.0,301551,MUNICIPALIDAD DISTRITAL DE HUARMACA
2468986,2468986,2024,0.0,19080,19080,19080.0,0.0,301551,MUNICIPALIDAD DISTRITAL DE HUARMACA
2468986,2468986,2025,0.0,63841,63841,0.0,0.0,301551,MUNICIPALIDAD DISTRITAL DE HUARMACA
2421180,2421180,2018,208600.0,208600,0,208600.0,208600.0,300867,MUNICIPALIDAD DISTRITAL DE TAMBO
2244494,2244494,2015,379912.17,380024,0,379912.17,379912.17,300444,MUNICIPALIDAD DISTRITAL DE CHIARA
2466120,2466120,2019,0.0,157000,0,0.0,0.0,300888,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA
2466120,2466120,2020,79622.0,89523,0,81922.0,81922.0,300888,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA
2466120,2466120,2022,175505.22,180765,0,175812.8,175505.22,300888,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA
2099747,2099747,2010,1022541.69,1022855,0,0.0,1022541.69,300164,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHANA
2324520,2324520,2018,31500.0,31500,0,31500.0,31500.0,300620,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
2324520,2324520,2019,8360.76,8361,0,8360.76,8360.76,300620,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
2324520,2324520,2020,179926.0,718782,577668,644513.68,577668.0,300620,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
2324520,2324520,2021,503534.19,503535,0,503534.2,503534.2,300620,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
2596184,2596184,2023,0.0,50000,0,0.0,0.0,300704,MUNICIPALIDAD DISTRITAL DE LIMATAMBO
2596184,2596184,2024,0.0,98000,0,98000.0,0.0,300704,MUNICIPALIDAD DISTRITAL DE LIMATAMBO
2596184,2596184,2025,17640.0,88200,100000,88200.0,88200.0,300704,MUNICIPALIDAD DISTRITAL DE LIMATAMBO
2596184,2596184,2026,0.0,88200,0,0.0,0.0,300704,MUNICIPALIDAD DISTRITAL DE LIMATAMBO
2154473,2154473,2012,22879.75,41198,0,22879.75,22879.75,300507,MUNICIPALIDAD DISTRITAL DE UPAHUACHO
2154473,2154473,2013,0.0,9319,0,0.0,0.0,300507,MUNICIPALIDAD DISTRITAL DE UPAHUACHO
2037353,2037353,2007,3500.0,3500,0,0.0,3500.0,301127,MUNICIPALIDAD PROVINCIAL DE TRUJILLO
2338438,2338438,2023,39000.0,39000,0,39000.0,39000.0,300244,MUNICIPALIDAD DISTRITAL DE CASCAPARA
2338438,2338438,2024,0.0,0,2237180,0.0,0.0,1082,"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO- ADM. GENERAL"
2338438,2338438,2024,55922.4,60923,0,55922.4,55922.4,300244,MUNICIPALIDAD DISTRITAL DE CASCAPARA
2338438,2338438,2025,0.0,2000,0,2000.0,0.0,300244,MUNICIPALIDAD DISTRITAL DE CASCAPARA
2338438,2338438,2026,0.0,2502000,2500000,2000.0,0.0,300244,MUNICIPALIDAD DISTRITAL DE CASCAPARA
2309952,2309952,2016,0.0,4788054,0,4788054.0,0.0,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2017,8524364.42,11115454,0,9434681.56,9434681.56,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2018,2462801.16,2710278,0,2706252.25,2706251.46,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2022,167567.83,11423810,0,11324604.35,11022849.48,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2023,45824.38,11562855,0,11329105.65,45824.38,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2024,0.0,6823916,0,6816916.0,0.0,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2025,8576645.0,8576645,1300913,8576645.0,8576645.0,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2309952,2309952,2026,804730.29,3611205,3611205,3611203.0,2963475.59,300365,MUNICIPALIDAD DISTRITAL DE OCOÑA
2684431,2684431,2025,6000.0,6000,0,6000.0,6000.0,301344,MUNICIPALIDAD DISTRITAL  DE SAN JOSE DE LOS CHORRILLOS - CUENCA
2323343,2323343,2016,31500.0,31500,0,31500.0,31500.0,301860,MUNICIPALIDAD DISTRITAL DE QUICHUAS
2642432,2642432,2024,671166.18,857511,0,857510.42,857510.42,300112,MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI
2642432,2642432,2025,173970.24,184091,0,173970.41,173970.41,300112,MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI
2642432,2642432,2026,10113.23,10121,0,10113.23,10113.23,300112,MUNICIPALIDAD DISTRITAL DE ANTONIO RAYMONDI
2131115,2131115,2011,432270.38,843736,0,0.0,432270.38,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2012,250192.76,460569,0,250192.76,250192.76,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2013,125096.36,184793,0,125096.36,125096.36,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2014,2316434.32,2316436,0,2316434.32,2316434.32,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2015,7095169.55,7328862,5611327,7325731.59,7095169.55,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2016,444003.46,570650,827764,570649.11,444003.46,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2017,6490466.19,6521090,7264116,6521090.0,6490466.19,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2018,654245.58,665336,850232,654245.58,654245.58,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2019,280473.73,280475,445098,280474.36,280473.73,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2020,128626.0,128627,675517,128626.0,128626.0,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2021,17778.03,20580,0,20579.07,17778.03,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2022,123517.92,123519,16725,123517.92,123517.92,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2023,112554.92,112555,59186,112554.92,112554.92,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2024,21727.44,21728,30486,21727.44,21727.44,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2025,4331.96,5419,0,5418.91,5418.91,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131115,2131115,2026,3741.96,854035,854035,4828.91,4828.91,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2165499,2165499,2013,6000.0,55017,0,6000.0,6000.0,813,REGION ICA-SEDE CENTRAL
2165499,2165499,2014,14000.0,85900,0,78900.0,14000.0,813,REGION ICA-SEDE CENTRAL
2165499,2165499,2015,0.0,0,1455145,0.0,0.0,813,REGION ICA-SEDE CENTRAL
2165499,2165499,2020,0.0,0,1516544,0.0,0.0,813,REGION ICA-SEDE CENTRAL
2165499,2165499,2021,0.0,0,1146230,0.0,0.0,813,REGION ICA-SEDE CENTRAL
2048877,2048877,2007,6252.03,93100,0,0.0,6252.03,301530,MUNICIPALIDAD DISTRITAL DE CASTILLA
2048877,2048877,2008,95625.02,95691,0,0.0,95625.02,301530,MUNICIPALIDAD DISTRITAL DE CASTILLA
2048877,2048877,2015,8000.0,200000,0,8000.0,8000.0,301530,MUNICIPALIDAD DISTRITAL DE CASTILLA
2617573,2617573,2024,0.0,591568,0,590326.63,0.0,777,REGION CAJAMARCA-CUTERVO
2617573,2617573,2025,1134023.95,1138264,0,1134023.98,1134023.98,777,REGION CAJAMARCA-CUTERVO
2270576,2270576,2015,88157.33,286789,0,88157.33,88157.33,300995,MUNICIPALIDAD PROVINCIAL DE PISCO
2270576,2270576,2016,2624.36,5448,0,5446.76,5446.76,300995,MUNICIPALIDAD PROVINCIAL DE PISCO
2270576,2270576,2017,2822.4,2823,0,2822.4,2822.4,300995,MUNICIPALIDAD PROVINCIAL DE PISCO
2320661,2320661,2018,88000.0,88000,0,88000.0,88000.0,953,REGION AMAZONAS- GERENCIA SUB REGIONAL BAGUA
2091539,2091539,2009,38617.4,52364,0,0.0,38617.4,301133,MUNICIPALIDAD DISTRITAL DE MOCHE
2091539,2091539,2010,24493.0,24496,0,0.0,24493.0,301133,MUNICIPALIDAD DISTRITAL DE MOCHE
2091539,2091539,2013,9710.1,9711,0,9710.1,9710.1,301127,MUNICIPALIDAD PROVINCIAL DE TRUJILLO
2177789,2177789,2013,108403.23,108406,0,108403.23,108403.23,300605,MUNICIPALIDAD PROVINCIAL DE CUTERVO
2480522,2480522,2020,20000.0,20000,0,20000.0,20000.0,301098,MUNICIPALIDAD PROVINCIAL DE TARMA
2480522,2480522,2021,0.0,0,20000,0.0,0.0,301098,MUNICIPALIDAD PROVINCIAL DE TARMA
2480522,2480522,2022,345951.74,444279,0,444277.96,402918.16,301098,MUNICIPALIDAD PROVINCIAL DE TARMA
2480522,2480522,2023,82004.48,82006,0,82004.48,82004.48,301098,MUNICIPALIDAD PROVINCIAL DE TARMA
2284684,2284684,2016,177098.58,208236,0,200236.0,177098.58,301319,MUNICIPALIDAD DISTRITAL DE MALA
2284684,2284684,2017,0.0,16187,0,0.0,0.0,301319,MUNICIPALIDAD DISTRITAL DE MALA
2321945,2321945,2016,8000.0,206758,0,114816.16,8000.0,301137,MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA
2321945,2321945,2017,199523.1,199524,0,199523.1,199523.1,301137,MUNICIPALIDAD DISTRITAL DE VICTOR LARCO HERRERA
2616404,2616404,2023,108558.32,136100,0,136098.61,108558.32,301089,MUNICIPALIDAD DISTRITAL DE ULCUMAYO
2616404,2616404,2024,0.0,22000,0,22000.0,22000.0,301089,MUNICIPALIDAD DISTRITAL DE ULCUMAYO
2647097,2647097,2024,33000.0,33000,0,33000.0,33000.0,300425,MUNICIPALIDAD DISTRITAL DE DEAN VALDIVIA
2530482,2530482,2024,246200.0,4026362,0,3941361.79,3941361.79,301812,MUNICIPALIDAD PROVINCIAL DE ZARUMILLA
2530482,2530482,2025,7657470.14,8609724,0,7657470.14,7657470.14,301812,MUNICIPALIDAD PROVINCIAL DE ZARUMILLA
2165074,2165074,2012,84098.62,84108,0,84098.62,84098.62,300206,MUNICIPALIDAD DISTRITAL DE PALLASCA
2165074,2165074,2013,230730.79,230731,0,230730.79,230730.79,300206,MUNICIPALIDAD DISTRITAL DE PALLASCA
2527652,2527652,2021,15000.0,15000,0,15000.0,15000.0,300920,MUNICIPALIDAD DISTRITAL DE JIRCAN
2527652,2527652,2024,10000.0,10000,0,10000.0,10000.0,300920,MUNICIPALIDAD DISTRITAL DE JIRCAN
2715454,2715454,2025,0.0,42500,0,42500.0,0.0,301428,MUNICIPALIDAD DISTRITAL DE NAPO
2715454,2715454,2026,42500.0,42500,0,42500.0,42500.0,301428,MUNICIPALIDAD DISTRITAL DE NAPO
2541814,2541814,2025,0.0,2000,0,0.0,0.0,1280,MEM - DIRECCION GENERAL DE ELECTRIFICACION RURAL
2541814,2541814,2026,0.0,102355,0,0.0,0.0,1280,MEM - DIRECCION GENERAL DE ELECTRIFICACION RURAL
2423388,2423388,2018,12500.0,12500,0,12500.0,12500.0,300931,MUNICIPALIDAD DISTRITAL DE LUYANDO
2423388,2423388,2020,10000.0,12500,0,10000.0,10000.0,300931,MUNICIPALIDAD DISTRITAL DE LUYANDO
2423388,2423388,2023,19765.0,39530,0,39530.0,39530.0,300931,MUNICIPALIDAD DISTRITAL DE LUYANDO
2423388,2423388,2024,0.0,19765,0,19765.0,19765.0,300931,MUNICIPALIDAD DISTRITAL DE LUYANDO
2423388,2423388,2025,0.0,0,65000,0.0,0.0,300931,MUNICIPALIDAD DISTRITAL DE LUYANDO
2451776,2451776,2019,224184.46,230152,0,229064.56,224584.46,300417,MUNICIPALIDAD DISTRITAL DE CAYARANI
2451776,2451776,2020,0.0,5568,0,5000.0,0.0,300417,MUNICIPALIDAD DISTRITAL DE CAYARANI
2451776,2451776,2021,14931.16,14932,0,14932.0,14931.16,300417,MUNICIPALIDAD DISTRITAL DE CAYARANI
2692290,2692290,2025,54369.75,75474,0,59553.0,58512.89,902,REGION PUNO-SEDE CENTRAL
2692290,2692290,2026,50196.12,4468830,0,3559552.0,75552.0,902,REGION PUNO-SEDE CENTRAL
2432844,2432844,2021,298758.93,784937,0,483936.6,298758.93,300776,MUNICIPALIDAD DISTRITAL DE CCARHUAYO
2432844,2432844,2022,521257.71,771820,0,541706.71,521257.71,300776,MUNICIPALIDAD DISTRITAL DE CCARHUAYO
2335614,2335614,2017,7747.4,7945,0,7944.4,7747.4,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2019,253998.45,1062680,1062680,336186.88,314786.83,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2020,1160542.54,1365030,800000,1274406.04,1221103.54,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2021,224946.89,262427,0,256039.96,231496.89,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2022,27147.69,67974,0,27152.16,27152.16,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2023,19042.5,19044,0,19042.5,19042.5,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2335614,2335614,2025,26169.07,26170,0,26169.07,26169.07,301794,MUNICIPALIDAD DISTRITAL DE ILABAYA
2610614,2610614,2023,38900.0,38900,0,38900.0,38900.0,301262,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
2610614,2610614,2024,3050070.0,3820674,0,3820673.33,3820673.33,301262,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
2610614,2610614,2025,478255.46,478256,0,478255.46,478255.46,301262,MUNICIPALIDAD DISTRITAL DE JESUS MARIA
2480722,2480722,2020,318675.44,369627,0,353076.47,332175.45,300870,MUNICIPALIDAD DISTRITAL DE ACRAQUIA
2480722,2480722,2021,13500.0,29652,0,18500.0,17000.0,300870,MUNICIPALIDAD DISTRITAL DE ACRAQUIA
2508582,2508582,2022,35880.0,36000,0,36000.0,35880.0,300556,MUNICIPALIDAD DISTRITAL DE LOS BA¥OS DEL INCA
2651835,2651835,2024,0.0,40000,0,20000.0,20000.0,301597,MUNICIPALIDAD DISTRITAL DE CAPACHICA
2651835,2651835,2026,0.0,3000,3000,0.0,0.0,301597,MUNICIPALIDAD DISTRITAL DE CAPACHICA
2547741,2547741,2022,33900.0,34000,0,34000.0,33900.0,301579,MUNICIPALIDAD DISTRITAL DE QUERECOTILLO
2547741,2547741,2023,7920.0,39600,0,39600.0,39600.0,301579,MUNICIPALIDAD DISTRITAL DE QUERECOTILLO
2547741,2547741,2026,0.0,0,100000,0.0,0.0,301579,MUNICIPALIDAD DISTRITAL DE QUERECOTILLO
2329375,2329375,2017,15000.0,15000,0,15000.0,15000.0,300313,MUNICIPALIDAD DISTRITAL DE OCOBAMBA
2167952,2167952,2013,108050.82,112851,0,108050.82,108050.82,301007,MUNICIPALIDAD DISTRITAL DE CHILCA
2167952,2167952,2014,1978.5,2362,0,1978.5,1978.5,301007,MUNICIPALIDAD DISTRITAL DE CHILCA
2167952,2167952,2015,2117.47,2644,0,2117.47,2117.47,301007,MUNICIPALIDAD DISTRITAL DE CHILCA
2167952,2167952,2017,2688.46,2800,0,2781.16,2781.16,301007,MUNICIPALIDAD DISTRITAL DE CHILCA
2058332,2058332,2008,0.0,17190,0,0.0,0.0,1280,MEM - DIRECCION GENERAL DE ELECTRIFICACION RURAL
2058332,2058332,2009,278908.18,278910,0,0.0,278908.18,1280,MEM - DIRECCION GENERAL DE ELECTRIFICACION RURAL
2058332,2058332,2010,0.0,0,15000,0.0,0.0,1280,MEM - DIRECCION GENERAL DE ELECTRIFICACION RURAL
2433564,2433564,2019,0.0,27065,0,20213.95,20213.0,301250,MUNICIPALIDAD METROPOLITANA DE LIMA
2433564,2433564,2020,311632.28,317331,0,317137.71,317137.71,301250,MUNICIPALIDAD METROPOLITANA DE LIMA
2433564,2433564,2021,0.0,4591,0,4590.88,4590.88,301250,MUNICIPALIDAD METROPOLITANA DE LIMA
2433564,2433564,2022,34095.36,35096,0,35095.36,35095.36,301250,MUNICIPALIDAD METROPOLITANA DE LIMA
2619442,2619442,2024,0.0,39600,0,0.0,0.0,300662,MUNICIPALIDAD PROVINCIAL DE SAN PABLO
2660367,2660367,2024,41000.0,41000,0,41000.0,41000.0,301435,MUNICIPALIDAD DISTRITAL DE BALSAPUERTO
2598839,2598839,2023,2482581.07,2607649,0,2607648.87,2482581.07,721,REGION AMAZONAS-SEDE CENTRAL
2598839,2598839,2024,1577599.94,1577601,0,1577599.94,1577599.94,721,REGION AMAZONAS-SEDE CENTRAL
2598839,2598839,2025,96365.87,96366,0,96365.87,96365.87,721,REGION AMAZONAS-SEDE CENTRAL
2504206,2504206,2020,63684.57,80000,0,63684.57,63684.57,301360,MUNICIPALIDAD DISTRITAL DE SAN MATEO
2504206,2504206,2021,1400.0,1400,0,1400.0,1400.0,301360,MUNICIPALIDAD DISTRITAL DE SAN MATEO
2504206,2504206,2022,1500.0,1500,0,1500.0,1500.0,301360,MUNICIPALIDAD DISTRITAL DE SAN MATEO
2602332,2602332,2023,444567.34,526233,0,502697.87,486166.36,301784,MUNICIPALIDAD DISTRITAL DE PALCA
2602332,2602332,2024,1167075.26,1241353,0,1208378.51,1168091.31,301784,MUNICIPALIDAD DISTRITAL DE PALCA
2602332,2602332,2025,838654.04,864869,300000,851564.78,851564.78,301784,MUNICIPALIDAD DISTRITAL DE PALCA
2594822,2594822,2023,39000.0,39000,0,39000.0,39000.0,301189,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO
2523347,2523347,2021,0.0,23883,0,23882.26,23882.26,301128,MUNICIPALIDAD DISTRITAL DE EL PORVENIR
2523347,2523347,2022,321075.17,354346,0,354096.6,322980.59,301128,MUNICIPALIDAD DISTRITAL DE EL PORVENIR
2537519,2537519,2023,0.0,9,0,0.0,0.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL
2537519,2537519,2024,2006600.0,2026730,0,2026730.0,2006600.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL
2537519,2537519,2025,0.0,1,0,0.0,0.0,1072,MINISTERIO DE TRANSPORTES Y COMUNICACIONES-ADMINISTRACION GENERAL
2463306,2463306,2020,0.0,592,0,591.76,0.0,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2463306,2463306,2022,312609.12,344822,0,344815.95,312609.95,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2463306,2463306,2023,167506.59,196831,400000,168144.87,167506.59,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2463306,2463306,2024,2622803.65,2659092,2000000,2625203.65,2625203.65,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2463306,2463306,2025,3551621.96,3623160,3000000,3551621.96,3551621.96,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2463306,2463306,2026,184640.63,4000000,5000000,1101109.84,229162.74,300753,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
2292161,2292161,2015,20559.91,55122,0,20559.91,20559.91,300587,MUNICIPALIDAD DISTRITAL DE LAJAS
2292161,2292161,2016,25787.0,34563,0,25787.0,25787.0,300587,MUNICIPALIDAD DISTRITAL DE LAJAS
2234754,2234754,2013,22292.0,22292,0,22292.0,22292.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2014,2000.0,2000,0,2000.0,2000.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2015,4720.0,4720,0,4720.0,4720.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2017,2971.1,48000,14000,2971.1,2971.1,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2018,12440.87,15000,0,12440.87,12440.87,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2019,47877.38,55000,0,47877.38,47877.38,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2020,29425.94,29427,0,29425.94,29425.94,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2021,3500.0,3500,0,3500.0,3500.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2234754,2234754,2022,0.0,597,35000,0.0,0.0,301364,MUNICIPALIDAD DISTRITAL DE SANGALLAYA
2131121,2131121,2011,563394.02,1152446,0,0.0,563394.02,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2012,365148.04,644811,0,365148.04,365148.04,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2013,182574.02,250537,0,182574.02,182574.02,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2014,7131476.69,7131478,0,7131476.69,7131476.69,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2015,9908504.16,10485577,14146775,10481576.5,9908504.16,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2016,319605.49,741536,2195043,653136.68,319605.49,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2017,3333363.38,3374057,4471083,3374056.85,3333363.38,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2018,734998.27,765719,260519,734998.27,734998.27,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2019,159859.53,211346,204117,159859.53,159859.53,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2020,254723.66,254725,365513,254723.66,254723.66,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2021,8915.81,351078,47317,8915.81,8915.81,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2022,0.0,0,18328,0.0,0.0,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2023,210374.16,210376,2502912,210374.16,210374.16,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2024,87197.07,154984,2361684,87197.07,87197.07,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2131121,2131121,2025,274364.26,274365,2342480,274364.26,274364.26,1253,M.E.-PROGRAMA NACIONAL DE INFRAESTRUCTURA  EDUCATIVA
2705730,2705730,2025,0.0,15000,0,15000.0,0.0,301631,MUNICIPALIDAD DISTRITAL DE SAN GABAN
