investment_code,CODIGO_UNICO,NUM_ANIO,MTO_DEVEN,MTO_PIM,MTO_PIA,MTO_CERT,MTO_COMPROM,SEC_EJEC,DES_UEP
2705730,2705730,2026,0.0,26000,0,26000.0,0.0,301631,MUNICIPALIDAD DISTRITAL DE SAN GABAN
2694850,2694850,2025,79170.0,79670,0,79670.0,79670.0,301747,MUNICIPALIDAD DISTRITAL DE SHAMBOYACU
2534303,2534303,2021,0.0,3473,0,3400.0,0.0,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA
2534303,2534303,2022,244451.26,255003,0,250075.5,246061.18,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA
2534303,2534303,2023,0.0,3500,0,0.0,0.0,301793,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA
2120785,2120785,2011,516959.66,517037,528155,0.0,516959.66,300682,MUNICIPALIDAD DISTRITAL DE VENTANILLA
2120785,2120785,2017,0.0,6000,0,0.0,0.0,300682,MUNICIPALIDAD DISTRITAL DE VENTANILLA
2088863,2088863,2009,67506.25,80850,0,0.0,67506.25,300842,MUNICIPALIDAD PROVINCIAL DE CHURCAMPA
2657839,2657839,2024,0.0,315485,0,0.0,0.0,301297,MUNICIPALIDAD DISTRITAL DE SUPE
2657839,2657839,2025,300238.65,308006,0,305892.97,305892.97,301297,MUNICIPALIDAD DISTRITAL DE SUPE
2132774,2132774,2011,56023.4,57144,0,0.0,56023.4,300546,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA
2513814,2513814,2023,0.0,103804,103804,102860.6,0.0,300787,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA
2513814,2513814,2024,55544.72,55546,0,55546.0,55546.0,300787,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA
2459555,2459555,2019,65816.32,85465,0,84858.0,66857.32,301073,MUNICIPALIDAD DISTRITAL DE PACA
2459555,2459555,2020,14395.2,14500,0,14500.0,14395.2,301073,MUNICIPALIDAD DISTRITAL DE PACA
2459555,2459555,2021,5804.0,5804,0,5804.0,5804.0,301073,MUNICIPALIDAD DISTRITAL DE PACA
2552669,2552669,2022,37418.2,58211,0,58210.35,37418.2,300484,MUNICIPALIDAD DISTRITAL DE CHIPAO
2645720,2645720,2024,38640.0,46202,0,38640.0,38640.0,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO
2645720,2645720,2025,977676.06,1091207,0,992284.07,984776.07,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO
2645720,2645720,2026,268728.53,625800,0,496889.08,473929.03,300684,MUNICIPALIDAD PROVINCIAL DEL CUZCO
2186605,2186605,2013,11000.0,11000,0,11000.0,11000.0,301810,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR
2186605,2186605,2014,665612.41,665613,0,665612.41,665612.41,301810,MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR
2483285,2483285,2020,0.0,287554,0,0.0,0.0,301291,MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR
2508568,2508568,2021,30000.0,30000,0,30000.0,30000.0,301047,MUNICIPALIDAD DISTRITAL DE PERENE
2508568,2508568,2023,690951.16,696772,681919,696771.16,691751.16,301047,MUNICIPALIDAD DISTRITAL DE PERENE
2096327,2096327,2009,7599.22,7601,0,0.0,7599.22,301230,MUNICIPALIDAD DISTRITAL DE PUCALA
2333071,2333071,2016,0.0,30800,0,0.0,0.0,301133,MUNICIPALIDAD DISTRITAL DE MOCHE
2333071,2333071,2017,25610.0,30800,0,30800.0,25610.0,301133,MUNICIPALIDAD DISTRITAL DE MOCHE
2713712,2713712,2025,42800.0,42800,0,42800.0,42800.0,301440,MUNICIPALIDAD DISTRITAL DE MANSERICHE
2457931,2457931,2019,26000.0,26000,0,26000.0,26000.0,300151,MUNICIPALIDAD DISTRITAL DE ANRA
2457931,2457931,2020,323666.3,325467,0,325466.3,325466.3,300151,MUNICIPALIDAD DISTRITAL DE ANRA
2457931,2457931,2021,3984.06,3985,0,3984.06,3984.06,300151,MUNICIPALIDAD DISTRITAL DE ANRA
2502134,2502134,2023,0.0,730000,0,730000.0,0.0,777,REGION CAJAMARCA-CUTERVO
2502134,2502134,2024,443475.0,443475,0,443475.0,443475.0,777,REGION CAJAMARCA-CUTERVO
2502134,2502134,2025,213525.0,213525,0,213525.0,213525.0,777,REGION CAJAMARCA-CUTERVO
2703429,2703429,2025,46750.0,590208,0,560369.25,257183.62,301705,MUNICIPALIDAD DISTRITAL DE SORITOR
2703429,2703429,2026,71953.38,1139030,0,647613.62,290083.62,301705,MUNICIPALIDAD DISTRITAL DE SORITOR
2716925,2716925,2026,0.0,43000,0,0.0,0.0,301435,MUNICIPALIDAD DISTRITAL DE BALSAPUERTO
2077176,2077176,2011,106075.3,107827,0,0.0,106075.3,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI
2190684,2190684,2014,10800.0,10800,0,10800.0,10800.0,300985,MUNICIPALIDAD PROVINCIAL DE NAZCA
2190684,2190684,2015,347976.0,407449,0,347976.0,347976.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA
2190684,2190684,2016,0.0,114500,70000,0.0,0.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA
2190684,2190684,2017,518986.6,539970,0,518986.6,518986.6,300985,MUNICIPALIDAD PROVINCIAL DE NASCA
2190684,2190684,2018,0.0,20983,0,0.0,0.0,300985,MUNICIPALIDAD PROVINCIAL DE NASCA
2531249,2531249,2021,0.0,273687,0,273687.0,0.0,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA
2531249,2531249,2022,3939512.89,5278490,0,5278490.0,5278490.0,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA
2531249,2531249,2023,1337491.98,1338975,30000,1338974.55,1338974.55,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA
2531249,2531249,2024,344492.04,344493,30003,344492.04,344492.04,301196,MUNICIPALIDAD DISTRITAL DE SARTIMBAMBA
2185145,2185145,2013,324473.23,439347,0,324473.23,324473.23,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION
2185145,2185145,2014,255597.17,282290,0,270797.58,255597.17,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION
2147126,2147126,2011,36088.1,1307931,0,0.0,36088.1,301787,MUNICIPALIDAD PROVINCIAL DE CANDARAVE
2147126,2147126,2012,970157.44,1282957,0,1097280.81,1097280.81,301787,MUNICIPALIDAD PROVINCIAL DE CANDARAVE
2569808,2569808,2023,543460.36,723985,0,611340.46,578795.44,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI
2569808,2569808,2024,2683631.8,2694268,0,2694267.69,2683631.8,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI
2569808,2569808,2025,1576266.98,1576269,2685263,1576266.98,1576266.98,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI
2569808,2569808,2026,156534.41,250000,800000,162734.41,162734.41,301884,MUNICIPALIDAD DISTRITAL DE MEGANTONI
2268799,2268799,2017,12881.0,12881,0,12881.0,12881.0,301261,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA
2708377,2708377,2025,178247.51,178352,0,178351.51,178247.51,300903,MUNICIPALIDAD PROVINCIAL DE DOS DE MAYO - LA UNION
2701241,2701241,2025,0.0,44766,0,44766.0,0.0,301434,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS
2701241,2701241,2026,40000.0,447650,0,447650.0,417600.0,301434,MUNICIPALIDAD PROVINCIAL DEL ALTO AMAZONAS - YURIMAGUAS
2205798,2205798,2014,204345.46,296409,0,264780.35,264130.33,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
2205798,2205798,2015,38674.43,38722,0,38719.68,38674.43,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
2205798,2205798,2016,4050.0,57439,0,4050.0,4050.0,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
2268151,2268151,2015,32610.48,55000,0,55000.0,32610.48,804,REGION HUANUCO-SEDE CENTRAL
2268151,2268151,2016,39781.24,40000,0,40000.0,39781.24,804,REGION HUANUCO-SEDE CENTRAL
2481240,2481240,2020,25000.0,25773,0,25000.0,25000.0,301717,MUNICIPALIDAD DISTRITAL DE SHATOJA
2624701,2624701,2024,39200.0,39200,0,39200.0,39200.0,301097,MUNICIPALIDAD DISTRITAL DE RIO TAMBO
2624701,2624701,2025,1041760.9,1145385,0,1123326.68,1123326.68,301097,MUNICIPALIDAD DISTRITAL DE RIO TAMBO
2118281,2118281,2010,102399.52,119907,0,0.0,102399.52,300440,MUNICIPALIDAD PROVINCIAL DE HUAMANGA
2036194,2036194,2007,1000.0,1000,0,0.0,1000.0,300331,MUNICIPALIDAD PROVINCIAL DE AREQUIPA
2153326,2153326,2012,0.0,10000,0,0.0,0.0,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA
2153326,2153326,2013,356871.37,419370,0,356871.37,356871.37,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA
2153326,2153326,2014,121329.89,121344,0,121329.89,121329.89,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA
2153326,2153326,2023,4000.0,4000,0,4000.0,4000.0,301538,MUNICIPALIDAD PROVINCIAL DE AYABACA
2711693,2711693,2025,40000.0,40000,0,40000.0,40000.0,301173,MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE
2214458,2214458,2013,0.0,153884,0,0.0,0.0,300884,MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU
2214458,2214458,2014,910229.28,910230,0,910229.28,910229.28,300884,MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU
2214458,2214458,2015,11000.0,11000,0,11000.0,11000.0,300884,MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU
2249341,2249341,2015,269548.9,283079,0,269548.9,269548.9,301606,MUNICIPALIDAD DISTRITAL DE TIQUILLACA
2249341,2249341,2016,40700.0,41450,0,40700.0,40700.0,301606,MUNICIPALIDAD DISTRITAL DE TIQUILLACA
2249341,2249341,2017,37380.26,40271,0,37380.26,37380.26,301606,MUNICIPALIDAD DISTRITAL DE TIQUILLACA
2249341,2249341,2018,5080.0,5080,0,5080.0,5080.0,301606,MUNICIPALIDAD DISTRITAL DE TIQUILLACA
2163273,2163273,2012,10800.0,10800,0,10800.0,10800.0,1027,REGION LIMA
2692733,2692733,2025,29000.0,307301,0,292000.0,29000.0,301140,MUNICIPALIDAD PROVINCIAL DE ASCOPE
2692733,2692733,2026,0.0,263000,0,263000.0,0.0,301140,MUNICIPALIDAD PROVINCIAL DE ASCOPE
2026376,2026376,2007,104763.22,112000,60000,0.0,104763.22,301046,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO
2026376,2026376,2009,13238.91,13303,0,0.0,13238.91,301046,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO
2489117,2489117,2020,219974.53,220776,0,219974.53,219974.53,301624,MUNICIPALIDAD DISTRITAL DE AJOYANI
2489117,2489117,2021,34522.2,34528,129501,34524.38,34522.2,301624,MUNICIPALIDAD DISTRITAL DE AJOYANI
2461468,2461468,2020,0.0,663621,0,62839.5,0.0,301292,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO
2461468,2461468,2021,43165.21,719396,0,43165.21,43165.21,301292,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO
2461468,2461468,2022,851907.12,879065,0,863867.12,863867.12,301292,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO
2691575,2691575,2026,30000.0,30000,0,30000.0,30000.0,301818,MUNICIPALIDAD DISTRITAL DE IPARIA
2481225,2481225,2020,237500.0,237860,0,237859.0,237500.0,301717,MUNICIPALIDAD DISTRITAL DE SHATOJA
2568502,2568502,2022,9000.0,104982,0,104981.91,9000.0,300187,MUNICIPALIDAD DISTRITAL DE LUCMA
2568502,2568502,2023,86983.72,95982,0,95981.91,86983.72,300187,MUNICIPALIDAD DISTRITAL DE LUCMA
2666520,2666520,2024,0.0,41200,0,0.0,0.0,301248,MUNICIPALIDAD DISTRITAL DE SAN JOSE
2666520,2666520,2025,42775.0,42775,0,42775.0,42775.0,301248,MUNICIPALIDAD DISTRITAL DE SAN JOSE
2250100,2250100,2016,44622.4,1397396,0,44622.4,44622.4,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2017,161342.45,2381635,3541624,268252.0,161342.45,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2018,19311.6,4149023,0,24267.6,19311.6,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2021,0.0,1000,1000000,0.0,0.0,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2023,3691465.59,4430586,5447363,4245930.68,4085179.77,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2024,6152380.12,6888251,0,6774160.06,6569611.07,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2025,3812235.79,4037706,0,4030186.25,4013117.87,790,REGION CUSCO -PLAN COPESCO
2250100,2250100,2026,52888.63,1720549,0,555445.0,555445.0,790,REGION CUSCO -PLAN COPESCO
2214502,2214502,2012,199586.83,203445,0,199586.83,199586.83,300177,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE
2214502,2214502,2016,10500.0,10500,0,10500.0,10500.0,300177,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE
2191790,2191790,2014,385957.59,385958,0,385957.59,385957.59,300229,MUNICIPALIDAD DISTRITAL DE NEPEÑA
2099020,2099020,2009,0.0,45674,0,0.0,0.0,300960,MUNICIPALIDAD PROVINCIAL DE ICA
2099020,2099020,2010,39657.35,42444,0,0.0,39657.35,300960,MUNICIPALIDAD PROVINCIAL DE ICA
2178939,2178939,2013,114780.84,188100,0,114780.84,114780.84,300977,MUNICIPALIDAD DISTRITAL DE CHINCHA BAJA
2698600,2698600,2025,104078.8,105000,0,105000.0,104078.8,300640,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOURDES
2145926,2145926,2011,107237.84,109238,0,0.0,107237.84,301819,MUNICIPALIDAD DISTRITAL DE MASISEA
2122687,2122687,2012,208252.85,208273,0,208252.85,208252.85,300453,MUNICIPALIDAD DISTRITAL DE VINCHOS
2122687,2122687,2013,50052.5,102600,0,50052.5,50052.5,300453,MUNICIPALIDAD DISTRITAL DE VINCHOS
2122687,2122687,2014,64307.0,65507,0,65507.0,65507.0,300453,MUNICIPALIDAD DISTRITAL DE VINCHOS
2625576,2625576,2023,10000.0,10000,0,10000.0,10000.0,301559,MUNICIPALIDAD DISTRITAL DE LA MATANZA
2520687,2520687,2021,651993.19,651994,0,651993.19,651993.19,300942,MUNICIPALIDAD DISTRITAL DE CODO DE POZUZO
2151301,2151301,2012,398102.0,428000,0,398102.0,398102.0,300826,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO
2151301,2151301,2013,40398.0,40500,0,40398.0,40398.0,300826,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO DE ANTAPARCO
2047238,2047238,2008,56981.11,92118,0,0.0,56981.11,301501,MUNICIPALIDAD PROVINCIAL DE PASCO - CHAUPIMARCA
2047238,2047238,2011,1200.0,1201,0,0.0,1200.0,301501,MUNICIPALIDAD PROVINCIAL DE PASCO - CHAUPIMARCA
2308975,2308975,2016,42555.0,59062,0,42555.0,42555.0,300771,MUNICIPALIDAD DISTRITAL DE HUANCARANI
2308975,2308975,2017,198285.15,202787,0,202285.15,202285.15,300771,MUNICIPALIDAD DISTRITAL DE HUANCARANI
2308975,2308975,2018,211253.5,216344,0,211253.5,211253.5,300771,MUNICIPALIDAD DISTRITAL DE HUANCARANI
2468430,2468430,2019,146701.8,154930,0,154930.0,146701.8,300080,MUNICIPALIDAD DISTRITAL DE CUMBA
2468430,2468430,2020,78672.29,108228,0,108228.0,78672.29,300080,MUNICIPALIDAD DISTRITAL DE CUMBA
2468430,2468430,2021,0.0,2205,0,0.0,0.0,300080,MUNICIPALIDAD DISTRITAL DE CUMBA
2531198,2531198,2021,0.0,24000,0,0.0,0.0,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
2531198,2531198,2022,24000.0,24000,0,24000.0,24000.0,301252,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE
2197670,2197670,2014,28787.66,45617,0,45614.61,40989.01,301260,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO
2338256,2338256,2018,0.0,0,473697,0.0,0.0,300811,MUNICIPALIDAD DISTRITAL DE ANTA
2338256,2338256,2019,102000.0,170000,0,170000.0,102000.0,300811,MUNICIPALIDAD DISTRITAL DE ANTA
2338256,2338256,2020,0.0,68000,0,0.0,0.0,300811,MUNICIPALIDAD DISTRITAL DE ANTA
2562779,2562779,2022,84356.0,84356,0,84356.0,84356.0,300646,MUNICIPALIDAD DISTRITAL DE ICHOCAN
2494818,2494818,2021,10000.0,20000,0,20000.0,20000.0,301030,MUNICIPALIDAD DISTRITAL DE VIQUES
2494818,2494818,2024,0.0,34673,265693,0.0,0.0,301030,MUNICIPALIDAD DISTRITAL DE VIQUES
2494818,2494818,2025,10000.0,10000,0,10000.0,10000.0,301030,MUNICIPALIDAD DISTRITAL DE VIQUES
2076673,2076673,2012,116551.17,116552,0,116551.17,116551.17,300166,MUNICIPALIDAD PROVINCIAL DE HUARMEY
2076673,2076673,2024,539935.61,553608,0,553607.75,543035.61,300166,MUNICIPALIDAD PROVINCIAL DE HUARMEY
2076673,2076673,2025,0.0,2500,0,2500.0,2500.0,300166,MUNICIPALIDAD PROVINCIAL DE HUARMEY
2076673,2076673,2026,2500.0,2500,0,2500.0,2500.0,300166,MUNICIPALIDAD PROVINCIAL DE HUARMEY
2438348,2438348,2019,21900.0,22000,0,21900.0,21900.0,1421,GOB. REG. ANCASH - RED DE SALUD PACIFICO SUR
2287608,2287608,2015,620334.85,620335,0,620335.0,620334.85,300968,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS MOLINOS
2526438,2526438,2021,34000.0,34000,0,34000.0,34000.0,301557,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES
2526438,2526438,2022,314129.31,315572,0,315571.14,315569.32,301557,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES
2526438,2526438,2023,1440.0,1440,0,1440.0,1440.0,301557,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES
2526438,2526438,2024,0.0,43894,500000,0.0,0.0,301557,MUNICIPALIDAD DISTRITAL DE BUENOS AIRES
2611786,2611786,2023,420947.76,664789,0,420947.76,420947.76,1703,CORTE SUPERIOR DE JUSTICIA DE APURIMAC
2589727,2589727,2023,42000.0,42482,0,42000.0,42000.0,300773,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS
2589727,2589727,2024,388442.99,399916,1000000,399914.36,395614.36,300773,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS
2589727,2589727,2025,388528.68,464076,1564076,457598.43,394738.43,300773,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS
2589727,2589727,2026,0.0,95000,30000,0.0,0.0,300773,MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS
2154417,2154417,2012,28638.5,29353,0,28638.5,28638.5,300930,MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO
2154417,2154417,2013,3000.0,3000,0,3000.0,3000.0,300930,MUNICIPALIDAD DISTRITAL DE CRESPO Y CASTILLO
2603415,2603415,2023,0.0,12128,0,0.0,0.0,1296,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRORURAL
2603415,2603415,2024,128955.77,134456,0,134405.0,128955.77,1296,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRORURAL
2603415,2603415,2025,3731.0,6141,0,3731.0,3731.0,1296,PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRORURAL
2607046,2607046,2023,15000.0,15000,0,15000.0,15000.0,301091,MUNICIPALIDAD DISTRITAL DE COVIRIALI
2487171,2487171,2020,67200.0,2386426,0,2386426.0,67200.0,301533,MUNICIPALIDAD DISTRITAL DE EL TALLAN
2487171,2487171,2021,10789289.07,10832728,8430301,10800227.06,10789289.07,301533,MUNICIPALIDAD DISTRITAL DE EL TALLAN
2487171,2487171,2022,32435.4,32436,0,32436.0,32436.0,301533,MUNICIPALIDAD DISTRITAL DE EL TALLAN
2487171,2487171,2023,0.0,4952,120371,0.0,0.0,301533,MUNICIPALIDAD DISTRITAL DE EL TALLAN
2487171,2487171,2024,926692.0,926692,926692,926692.0,926692.0,301533,MUNICIPALIDAD DISTRITAL DE EL TALLAN
2035044,2035044,2009,2250.0,71165,0,0.0,2250.0,301566,MUNICIPALIDAD PROVINCIAL DE PAITA
2035044,2035044,2010,0.0,48915,0,0.0,0.0,301566,MUNICIPALIDAD PROVINCIAL DE PAITA
2035044,2035044,2011,0.0,74167,193706,0.0,0.0,301566,MUNICIPALIDAD PROVINCIAL DE PAITA
2035044,2035044,2012,0.0,12038,0,0.0,0.0,301566,MUNICIPALIDAD PROVINCIAL DE PAITA
2035044,2035044,2013,0.0,1453,0,0.0,0.0,301566,MUNICIPALIDAD PROVINCIAL DE PAITA
2664599,2664599,2024,40000.0,40000,0,40000.0,40000.0,301459,MUNICIPALIDAD DISTRITAL DE PUINAHUA
2046711,2046711,2008,841208.0,841212,841208,0.0,841208.0,770,REGION AYACUCHO-SEDE CENTRAL
2046711,2046711,2009,244291.24,244292,0,0.0,244291.24,770,REGION AYACUCHO-SEDE CENTRAL
2551907,2551907,2022,4400.0,4400,0,4400.0,4400.0,300848,MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA
2111829,2111829,2013,134523.15,463143,100000,166031.15,152139.15,300317,MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA
2111829,2111829,2014,177878.5,401685,0,177878.5,177878.5,300317,MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA
2586825,2586825,2023,1046912.5,1093402,0,1062663.54,1062663.54,300399,MUNICIPALIDAD DISTRITAL DE CAYLLOMA
2586825,2586825,2024,774155.4,820000,400000,820000.0,785355.4,300399,MUNICIPALIDAD DISTRITAL DE CAYLLOMA
2586825,2586825,2025,1274063.0,1290523,1082798,1289123.19,1274063.0,300399,MUNICIPALIDAD DISTRITAL DE CAYLLOMA
2586825,2586825,2026,59860.0,476582,476582,476582.0,169020.0,300399,MUNICIPALIDAD DISTRITAL DE CAYLLOMA
2353007,2353007,2017,314042.28,323088,0,314957.15,314042.28,301529,MUNICIPALIDAD PROVINCIAL DE PIURA
2493215,2493215,2023,81611.7,81612,0,81611.7,81611.7,300216,MUNICIPALIDAD DISTRITAL DE COTAPARACO
2493215,2493215,2025,23968.6,23969,0,23968.6,23968.6,300216,MUNICIPALIDAD DISTRITAL DE COTAPARACO
2161509,2161509,2013,11100.0,11100,0,11100.0,11100.0,300502,MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA
2161509,2161509,2016,209474.29,310613,0,310612.41,310478.1,300502,MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA
2161509,2161509,2017,109597.0,109597,0,109597.0,109597.0,300502,MUNICIPALIDAD DISTRITAL DE CORONEL CASTAÑEDA
2576215,2576215,2024,0.0,0,137405,0.0,0.0,300466,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA
2108868,2108868,2009,18411.0,26403,0,0.0,18411.0,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI
2108868,2108868,2010,28821.6,28822,0,0.0,28821.6,301635,MUNICIPALIDAD DISTRITAL DE HUACULLANI
2315489,2315489,2016,106675.6,200000,0,112015.0,112015.0,301197,MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO
2315489,2315489,2017,9200.0,9200,0,9200.0,9200.0,301197,MUNICIPALIDAD PROVINCIAL DE SANTIAGO DE CHUCO
2324087,2324087,2019,12400.0,15500,0,15500.0,12400.0,301087,MUNICIPALIDAD DISTRITAL DE CARHUAMAYO
2324087,2324087,2020,4350.0,4350,0,4350.0,4350.0,301087,MUNICIPALIDAD DISTRITAL DE CARHUAMAYO
2420399,2420399,2018,8000.0,8000,0,8000.0,8000.0,300314,MUNICIPALIDAD DISTRITAL DE ONGOY
2687769,2687769,2025,42000.0,42000,0,42000.0,42000.0,301209,MUNICIPALIDAD PROVINCIAL DE VIRU
2687769,2687769,2026,0.0,513135,0,479224.6,0.0,301209,MUNICIPALIDAD PROVINCIAL DE VIRU
2145613,2145613,2011,225267.92,550925,0,0.0,225267.92,301202,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA
2145613,2145613,2012,325994.94,367055,0,325994.94,325994.94,301202,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA
2145613,2145613,2013,5204.0,41764,0,5204.0,5204.0,301202,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA
2145613,2145613,2014,0.0,22126,0,0.0,0.0,301202,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA
2606568,2606568,2023,0.0,39500,0,39500.0,0.0,300357,MUNICIPALIDAD DISTRITAL DE YARABAMBA
2606568,2606568,2024,0.0,16250,0,0.0,0.0,300357,MUNICIPALIDAD DISTRITAL DE YARABAMBA
2656973,2656973,2025,0.0,42000,0,42000.0,42000.0,301286,MUNICIPALIDAD DISTRITAL DE SANTA ANITA
2656973,2656973,2026,519969.02,2228832,0,2228831.81,563569.02,301286,MUNICIPALIDAD DISTRITAL DE SANTA ANITA
2593697,2593697,2023,78930.15,78931,0,78930.16,78930.15,301594,MUNICIPALIDAD DISTRITAL DE ACORA
2190234,2190234,2014,768023.2,772574,0,768023.2,768023.2,300156,MUNICIPALIDAD DISTRITAL DE HUACHIS
2190234,2190234,2015,0.0,4550,0,0.0,0.0,300156,MUNICIPALIDAD DISTRITAL DE HUACHIS
2627288,2627288,2024,14000.0,40000,0,40000.0,14000.0,300101,MUNICIPALIDAD DISTRITAL DE SUCCHA
2627288,2627288,2026,0.0,0,200000,0.0,0.0,300101,MUNICIPALIDAD DISTRITAL DE SUCCHA
2325007,2325007,2016,31500.0,31500,0,31500.0,31500.0,301511,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
2325007,2325007,2017,281213.61,678427,0,678426.48,281213.61,301511,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
2325007,2325007,2018,394006.46,397213,0,397212.87,394006.46,301511,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
2325007,2325007,2019,3206.4,3207,350000,3206.4,3206.4,301511,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
2325007,2325007,2021,0.0,21699,0,21698.54,21698.54,301511,MUNICIPALIDAD DISTRITAL DE TINYAHUARCO
2277144,2277144,2016,31580.0,31580,0,31580.0,31580.0,301822,MUNICIPALIDAD PROVINCIAL DE ATALAYA - RAYMONDI
2034464,2034464,2009,24296.25,62175,0,0.0,24296.25,301046,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO
2593439,2593439,2023,0.0,38900,0,38900.0,38900.0,300232,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE
2593439,2593439,2024,38900.0,38900,0,38900.0,38900.0,300232,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE
2540380,2540380,2022,0.0,8500,0,8500.0,8500.0,301853,MUNICIPALIDAD DISTRITAL DE MI PERU
2540380,2540380,2025,0.0,568252,0,568251.09,568251.09,301853,MUNICIPALIDAD DISTRITAL DE MI PERU
2540380,2540380,2026,0.0,972103,0,972102.18,972102.18,301853,MUNICIPALIDAD DISTRITAL DE MI PERU
