investment_code,ESTADO,CODIGO_UNICO,EMPRESA_FINANCISTA,ANIO_BUENA_PRO,PER_CONVENIO,MTO_TOT_INV,ANIO_CONV,MES_CONV,MTO_CONVENIO,PORC_EMISION,MTO_EMISION,FEC_CONVENIO,MTO_TOT_ADENDA
2530482,Culminado,2530482,Ilender Perú S.A,2023,ENE-2024,8685789.37,2024,Enero,6056668.03,88,7657470.14,2024-01-10 05:00:00,2629121.34
